F_mean,F_max,F_min,F_rms,F_std_dev,F_skewness,F_crest_factor,F_form_factor,fault_type
18.31884058,25,8,18.61742989,3.333058277,1.000886053,1.34282767,1.016299575,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.2173913,25,17,18.44262549,2.883983282,1.95807613,1.355555369,1.01236369,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.33333333,34,8,18.63377018,3.344749308,1.779505441,1.824644163,1.016387465,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
19.36231884,34,17,19.8713252,4.485079936,1.844142176,1.711008182,1.026288502,4
19.44927536,34,8,19.9073943,4.261647781,1.209951498,1.707908101,1.02355455,4
20.39855072,34,17,20.91130337,4.619128516,1.046209238,1.625914913,1.025136719,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
19.56521739,34,17,19.97389601,4.034443895,1.219922418,1.702221739,1.020888018,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.56521739,25,17,18.83451965,3.185176711,1.551303717,1.327350018,1.014505742,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.20289855,25,8,18.48618756,3.235657675,1.071731626,1.352361049,1.015562852,4
18.2173913,25,17,18.44262549,2.883983282,1.95807613,1.355555369,1.01236369,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.39130435,34,8,18.69898858,3.390486438,1.713160062,1.818280163,1.016729876,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
20.54347826,34,17,21.16138814,5.094894489,1.219564367,1.60669989,1.030078153,4
18.32608696,25,8,18.59581533,3.167266531,1.345005146,1.344388485,1.014718274,4
25.16666667,34,17,25.46822402,3.921833575,0.333093647,1.334996895,1.011982411,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
22.39130435,34,17,22.89769307,4.806374694,0.360377349,1.484865742,1.022615419,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.20289855,25,8,18.48618756,3.235657675,1.071731626,1.352361049,1.015562852,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.33333333,34,8,18.63377018,3.344749308,1.779505441,1.824644163,1.016387465,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.10144928,25,17,18.31013024,2.766562216,2.126231937,1.3653644,1.011528412,4
20.7173913,34,17,21.33327672,5.107585786,1.128982931,1.593754229,1.029727942,4
18.15217391,25,8,18.39836949,3.010691833,1.498057701,1.358816063,1.01356287,4
22.2826087,34,17,22.82209075,4.950837326,0.45904331,1.489784629,1.024210902,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
25.2826087,34,17,25.56364606,3.793942791,0.422613542,1.33001372,1.011115837,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.14492754,25,8,18.42021574,3.184246636,1.107472222,1.357204517,1.015171634,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.33333333,34,8,18.63377018,3.344749308,1.779505441,1.824644163,1.016387465,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
20.60144928,34,17,21.21883905,5.09979226,1.188876107,1.602349682,1.029968269,4
19.26811594,34,8,19.68722826,4.055346755,1.175852533,1.727007964,1.021751598,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
20.50724638,34,17,20.9937879,4.50991831,0.888487456,1.619526698,1.023725346,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.26086957,25,8,18.55192478,3.285234269,1.036180361,1.347569069,1.015938738,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.44927536,34,8,18.7639803,3.434629282,1.649821621,1.811982291,1.017057848,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.10144928,25,17,18.31013024,2.766562216,2.126231937,1.3653644,1.011528412,4
18.2173913,25,17,18.44262549,2.883983282,1.95807613,1.355555369,1.01236369,4
20.54347826,34,17,21.16138814,5.094894489,1.219564367,1.60669989,1.030078153,4
18.26811594,25,8,18.53023381,3.117035498,1.394433803,1.349146495,1.01434838,4
24.22463768,34,17,24.63428152,4.490083341,0.133370847,1.380190446,1.016910215,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
23.39130435,34,17,23.84369391,4.639460676,0.157830825,1.425953551,1.019340074,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.31884058,25,8,18.61742989,3.333058277,1.000886053,1.34282767,1.016299575,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.2173913,25,17,18.44262549,2.883983282,1.95807613,1.355555369,1.01236369,4
18.39130435,34,8,18.69898858,3.390486438,1.713160062,1.818280163,1.016729876,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.10144928,25,17,18.31013024,2.766562216,2.126231937,1.3653644,1.011528412,4
20.30434783,34,17,20.89622392,4.956170961,1.304720099,1.627088231,1.029150214,4
18.56521739,34,8,18.89329304,3.518369981,1.53109368,1.799580409,1.017671522,4
21.2173913,34,17,21.74356477,4.771783138,0.707452094,1.563681042,1.024799159,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
18.68115942,25,17,18.96335138,3.271164679,1.438595368,1.318332372,1.015105699,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.56521739,25,17,18.83451965,3.185176711,1.551303717,1.327350018,1.014505742,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.14492754,25,8,18.42021574,3.184246636,1.107472222,1.357204517,1.015171634,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.39130435,34,8,18.69898858,3.390486438,1.713160062,1.818280163,1.016729876,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.2173913,25,17,18.44262549,2.883983282,1.95807613,1.355555369,1.01236369,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
20.48550725,34,17,21.10378083,5.089326899,1.250774391,1.611085723,1.030181024,4
18.38405797,25,8,18.66116637,3.215660729,1.29703841,1.339680463,1.015073299,4
26.05072464,34,17,26.2293397,3.066947563,1.966373632,1.296258327,1.006856433,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
21.50724638,34,17,22.0217284,4.749562218,0.576054606,1.543929676,1.023921334,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.20289855,25,8,18.48618756,3.235657675,1.071731626,1.352361049,1.015562852,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.33333333,34,8,18.63377018,3.344749308,1.779505441,1.824644163,1.016387465,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.04347826,25,17,18.24352178,2.704064433,2.218882038,1.370349448,1.011086749,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
20.7173913,34,17,21.33327672,5.107585786,1.128982931,1.593754229,1.029727942,4
18.15217391,25,8,18.39836949,3.010691833,1.498057701,1.358816063,1.01356287,4
23.15942029,34,17,23.63858305,4.752634885,0.222264355,1.438326482,1.020689756,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
24.39855072,34,17,24.78209382,4.358965683,0.125545463,1.371958328,1.015719913,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.31884058,25,8,18.61742989,3.333058277,1.000886053,1.34282767,1.016299575,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.33333333,34,8,18.63377018,3.344749308,1.779505441,1.824644163,1.016387465,4
18.2173913,25,17,18.44262549,2.883983282,1.95807613,1.355555369,1.01236369,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
19.24637681,34,17,19.74841766,4.440706845,1.946934499,1.721656924,1.026084954,4
19.56521739,34,8,20.02932633,4.302361466,1.12841561,1.697510912,1.023721123,4
20.2173913,34,17,20.70181677,4.468444316,1.055651832,1.642367932,1.023960829,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
19.68115942,34,17,20.09542453,4.074104635,1.136848717,1.691927431,1.021048816,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.56521739,25,17,18.83451965,3.185176711,1.551303717,1.327350018,1.014505742,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.14492754,25,8,18.42021574,3.184246636,1.107472222,1.357204517,1.015171634,4
18.2173913,25,17,18.44262549,2.883983282,1.95807613,1.355555369,1.01236369,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.39130435,34,8,18.69898858,3.390486438,1.713160062,1.818280163,1.016729876,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.10144928,25,17,18.31013024,2.766562216,2.126231937,1.3653644,1.011528412,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
20.48550725,34,17,21.10378083,5.089326899,1.250774391,1.611085723,1.030181024,4
18.32608696,25,8,18.59581533,3.167266531,1.345005146,1.344388485,1.014718274,4
25.10869565,34,17,25.42037868,3.982965155,0.298454519,1.33750958,1.01241335,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
22.51449275,34,17,23.03447322,4.884409141,0.375981992,1.476048515,1.023095367,4
18.56521739,25,17,18.83451965,3.185176711,1.551303717,1.327350018,1.014505742,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.26086957,25,8,18.55192478,3.285234269,1.036180361,1.347569069,1.015938738,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.33333333,34,8,18.63377018,3.344749308,1.779505441,1.824644163,1.016387465,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.04347826,25,17,18.24352178,2.704064433,2.218882038,1.370349448,1.011086749,4
20.77536232,34,17,21.39026597,5.110484594,1.099739664,1.589508052,1.029597734,4
18.15217391,25,8,18.39836949,3.010691833,1.498057701,1.358816063,1.01356287,4
22.10144928,34,17,22.63029904,4.881500689,0.469420281,1.502410549,1.023928285,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
25.39855072,34,17,25.65871324,3.657887897,0.54699231,1.325085934,1.010243203,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.14492754,25,8,18.42021574,3.184246636,1.107472222,1.357204517,1.015171634,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.33333333,34,8,18.63377018,3.344749308,1.779505441,1.824644163,1.016387465,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
20.54347826,34,17,21.16138814,5.094894489,1.219564367,1.60669989,1.030078153,4
19.21014493,34,8,19.62529424,4.029911699,1.219418476,1.732458102,1.021610941,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
20.6884058,34,17,21.20038966,4.647895253,0.887228181,1.603744108,1.024747381,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.56521739,25,17,18.83451965,3.185176711,1.551303717,1.327350018,1.014505742,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.26086957,25,8,18.55192478,3.285234269,1.036180361,1.347569069,1.015938738,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.39130435,34,8,18.69898858,3.390486438,1.713160062,1.818280163,1.016729876,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.10144928,25,17,18.31013024,2.766562216,2.126231937,1.3653644,1.011528412,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
20.60144928,34,17,21.21883905,5.09979226,1.188876107,1.602349682,1.029968269,4
18.26811594,25,8,18.53023381,3.117035498,1.394433803,1.349146495,1.01434838,4
24.10869565,34,17,24.53524528,4.571707315,0.145039037,1.385761569,1.017692771,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
23.51449275,34,17,23.97507764,4.693893388,0.176699437,1.418139307,1.019587277,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.26086957,25,8,18.55192478,3.285234269,1.036180361,1.347569069,1.015938738,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.39130435,34,8,18.69898858,3.390486438,1.713160062,1.818280163,1.016729876,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.2173913,25,17,18.44262549,2.883983282,1.95807613,1.355555369,1.01236369,4
18.10144928,25,17,18.31013024,2.766562216,2.126231937,1.3653644,1.011528412,4
20.1884058,34,17,20.77937941,4.938380485,1.373181723,1.636237509,1.029272921,4
18.68115942,34,8,19.02172671,3.596400283,1.421479574,1.787429739,1.018230522,4
21.10144928,34,17,21.63129778,4.77568332,0.762076246,1.571796586,1.025109579,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
18.79710145,25,17,19.09131375,3.350911022,1.334141135,1.309496053,1.015652004,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.08695652,25,8,18.35400679,3.130910786,1.143308487,1.362100401,1.014764798,4
18.27536232,25,17,18.50851743,2.939209179,1.881258334,1.350729473,1.012757893,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
18.39130435,34,8,18.69898858,3.390486438,1.713160062,1.818280163,1.016729876,4
18.15942029,25,17,18.37649728,2.826481594,2.039534202,1.360433364,1.01195396,4
18.2173913,25,17,18.44262549,2.883983282,1.95807613,1.355555369,1.01236369,4
18.33333333,25,17,18.57417562,2.992285295,1.808572436,1.345954755,1.013136852,4
20.48550725,34,17,21.10378083,5.089326899,1.250774391,1.611085723,1.030181024,4
18.32608696,25,8,18.59581533,3.167266531,1.345005146,1.344388485,1.014718274,4
25.99275362,34,17,26.18288522,3.161114967,1.678089954,1.298558189,1.007314792,4
26.17391304,34,25,26.34883052,3.042072487,2.218882038,1.290379851,1.006682893,4
26.10869565,34,25,26.27571205,2.968655678,2.318339911,1.293970643,1.006396964,4
21.6884058,34,17,22.21877389,4.843237026,0.571183587,1.530237455,1.024453991,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
18.39130435,25,17,18.63960253,3.043324111,1.739583907,1.341230316,1.013500847,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.44927536,25,17,18.70480059,3.0924265,1.673918713,1.33655528,1.01385015,4
18.50724638,25,17,18.76977218,3.139683318,1.611252797,1.331928792,1.014185028,4
