test,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,max20,max21,max22,max23,max24,max25,max26,max27,max28,max29
616,7.97194,6.204,6.083,6.221,6.273,6.186,6.394,6.307,6.238,6.411,6.584,6.169,6.653,6.826,6.325,6.186,6.186,6.238,6.411,6.601,6.117,6.255,6.255,6.359,6.428,6.117,6.307,6.273,6.221,6.325
617,8.01802,6.221,6.1,6.238,6.273,6.186,6.411,6.307,6.204,6.446,6.618,6.186,6.67,6.878,6.29,6.169,6.169,6.255,6.428,6.601,6.1,6.255,6.273,6.376,6.446,6.134,6.307,6.238,6.221,6.307
618,7.97194,6.221,6.083,6.221,6.273,6.169,6.394,6.307,6.204,6.428,6.584,6.186,6.653,6.808,6.307,6.221,6.186,6.255,6.446,6.601,6.117,6.325,6.255,6.376,6.446,6.152,6.342,6.255,6.221,6.307
619,7.99498,6.204,6.1,6.29,6.238,6.186,6.394,6.29,6.204,6.463,6.601,6.186,6.67,6.843,6.307,6.169,6.204,6.273,6.428,6.636,6.152,6.29,6.255,6.359,6.446,6.134,6.325,6.221,6.204,6.307
620,7.97194,6.204,6.1,6.273,6.255,6.186,6.394,6.29,6.255,6.428,6.584,6.152,6.67,6.826,6.307,6.186,6.204,6.238,6.428,6.636,6.152,6.307,6.255,6.359,6.428,6.117,6.325,6.221,6.221,6.325
621,7.9489,6.169,6.083,6.307,6.255,6.204,6.394,6.325,6.238,6.428,6.584,6.186,6.653,6.808,6.325,6.186,6.204,6.238,6.463,6.618,6.117,6.255,6.273,6.376,6.463,6.117,6.325,6.221,6.204,6.342
622,7.92586,6.204,6.083,6.273,6.273,6.169,6.446,6.307,6.221,6.411,6.584,6.186,6.653,6.86,6.325,6.204,6.186,6.221,6.446,6.618,6.117,6.238,6.238,6.359,6.428,6.134,6.325,6.204,6.204,6.307
623,7.92586,6.169,6.1,6.238,6.273,6.186,6.446,6.29,6.238,6.428,6.601,6.169,6.705,6.826,6.325,6.186,6.186,6.221,6.446,6.601,6.134,6.204,6.238,6.376,6.411,6.134,6.342,6.221,6.221,6.307
624,7.9489,6.221,6.083,6.255,6.238,6.169,6.428,6.307,6.238,6.411,6.601,6.169,6.687,6.826,6.307,6.186,6.186,6.221,6.48,6.601,6.117,6.307,6.255,6.359,6.446,6.152,6.325,6.255,6.238,6.325
625,8.01802,6.186,6.1,6.255,6.238,6.152,6.411,6.307,6.221,6.428,6.601,6.169,6.67,6.808,6.29,6.186,6.221,6.221,6.463,6.618,6.152,6.307,6.255,6.376,6.463,6.1,6.359,6.238,6.221,6.29
626,7.92586,6.186,6.1,6.29,6.238,6.169,6.48,6.325,6.238,6.428,6.601,6.186,6.67,6.826,6.307,6.186,6.204,6.221,6.428,6.618,6.134,6.307,6.221,6.376,6.446,6.117,6.325,6.255,6.238,6.342
627,7.97194,6.186,6.083,6.204,6.255,6.169,6.428,6.29,6.255,6.428,6.601,6.204,6.67,6.826,6.307,6.169,6.221,6.204,6.394,6.618,6.117,6.29,6.238,6.376,6.428,6.134,6.359,6.221,6.221,6.325
628,7.92586,6.221,6.1,6.169,6.255,6.169,6.497,6.307,6.221,6.446,6.601,6.204,6.687,6.808,6.29,6.186,6.152,6.204,6.428,6.601,6.134,6.307,6.255,6.342,6.446,6.117,6.359,6.221,6.238,6.325
629,7.97194,6.186,6.1,6.169,6.255,6.186,6.48,6.29,6.238,6.411,6.584,6.204,6.687,6.826,6.307,6.204,6.169,6.221,6.411,6.618,6.134,6.255,6.238,6.359,6.411,6.1,6.342,6.238,6.238,6.325
630,7.99498,6.186,6.117,6.273,6.255,6.186,6.446,6.273,6.204,6.428,6.566,6.169,6.705,6.791,6.29,6.169,6.186,6.238,6.428,6.584,6.134,6.238,6.255,6.342,6.428,6.1,6.342,6.238,6.238,6.307
631,7.92586,6.169,6.083,6.29,6.255,6.169,6.48,6.307,6.221,6.463,6.601,6.169,6.687,6.826,6.307,6.186,6.186,6.221,6.428,6.601,6.117,6.255,6.238,6.342,6.446,6.1,6.342,6.221,6.204,6.342
632,7.9489,6.204,6.1,6.238,6.273,6.169,6.515,6.307,6.221,6.428,6.636,6.204,6.67,6.791,6.307,6.204,6.152,6.204,6.428,6.601,6.169,6.29,6.238,6.325,6.446,6.083,6.342,6.221,6.238,6.307
633,7.9489,6.186,6.117,6.255,6.255,6.169,6.48,6.29,6.204,6.428,6.566,6.186,6.67,6.808,6.307,6.186,6.169,6.204,6.428,6.601,6.134,6.307,6.238,6.359,6.446,6.1,6.342,6.238,6.204,6.29
634,7.92586,6.204,6.1,6.221,6.255,6.186,6.532,6.307,6.221,6.446,6.601,6.186,6.67,6.826,6.307,6.169,6.169,6.186,6.463,6.601,6.117,6.325,6.273,6.376,6.463,6.1,6.325,6.238,6.204,6.307
635,7.9489,6.204,6.117,6.221,6.255,6.186,6.463,6.307,6.204,6.446,6.566,6.204,6.653,6.86,6.307,6.169,6.152,6.238,6.446,6.618,6.1,6.307,6.255,6.359,6.428,6.152,6.342,6.221,6.204,6.307
636,7.90282,6.169,6.1,6.238,6.273,6.169,6.48,6.307,6.221,6.428,6.584,6.204,6.653,6.808,6.29,6.204,6.186,6.204,6.463,6.618,6.152,6.238,6.238,6.376,6.446,6.134,6.342,6.221,6.221,6.307
637,7.87978,6.204,6.083,6.273,6.273,6.169,6.584,6.307,6.221,6.463,6.549,6.169,6.67,6.826,6.29,6.186,6.169,6.204,6.463,6.618,6.117,6.29,6.238,6.394,6.428,6.1,6.325,6.238,6.221,6.325
638,7.92586,6.221,6.083,6.186,6.238,6.169,6.566,6.307,6.221,6.446,6.584,6.186,6.67,6.808,6.29,6.204,6.169,6.204,6.48,6.636,6.134,6.255,6.255,6.376,6.446,6.1,6.342,6.221,6.221,6.29
639,7.9489,6.204,6.065,6.221,6.255,6.169,6.549,6.273,6.221,6.463,6.601,6.186,6.67,6.826,6.307,6.169,6.221,6.221,6.446,6.653,6.152,6.273,6.238,6.394,6.446,6.117,6.325,6.221,6.255,6.29
640,7.99498,6.169,6.1,6.221,6.238,6.186,6.515,6.307,6.238,6.411,6.584,6.186,6.653,6.808,6.307,6.186,6.169,6.221,6.48,6.636,6.134,6.221,6.273,6.342,6.446,6.134,6.359,6.238,6.204,6.29
641,7.92586,6.169,6.1,6.238,6.238,6.169,6.584,6.307,6.204,6.428,6.618,6.186,6.67,6.808,6.359,6.238,6.169,6.238,6.428,6.601,6.169,6.221,6.238,6.376,6.463,6.117,6.307,6.238,6.221,6.307
642,7.97194,6.238,6.083,6.186,6.273,6.186,6.566,6.29,6.221,6.411,6.618,6.169,6.67,6.808,6.29,6.186,6.169,6.255,6.446,6.653,6.134,6.255,6.255,6.376,6.428,6.1,6.325,6.221,6.238,6.307
643,7.99498,6.204,6.083,6.255,6.204,6.169,6.497,6.307,6.221,6.446,6.584,6.186,6.67,6.826,6.29,6.186,6.186,6.238,6.446,6.618,6.169,6.273,6.255,6.359,6.428,6.1,6.342,6.204,6.221,6.307
644,7.99498,6.186,6.083,6.238,6.221,6.152,6.566,6.29,6.221,6.428,6.566,6.186,6.67,6.791,6.307,6.186,6.169,6.238,6.463,6.636,6.169,6.255,6.238,6.359,6.428,6.083,6.307,6.255,6.221,6.342
645,7.92586,6.204,6.083,6.255,6.238,6.152,6.515,6.307,6.204,6.411,6.566,6.169,6.687,6.808,6.307,6.204,6.204,6.204,6.497,6.636,6.152,6.307,6.255,6.376,6.428,6.083,6.325,6.238,6.204,6.307
646,7.9489,6.186,6.083,6.255,6.255,6.152,6.497,6.29,6.204,6.411,6.584,6.169,6.687,6.791,6.307,6.204,6.169,6.238,6.48,6.618,6.117,6.273,6.255,6.342,6.428,6.117,6.307,6.204,6.204,6.307
647,7.90282,6.221,6.065,6.186,6.255,6.169,6.532,6.307,6.204,6.428,6.584,6.204,6.687,6.86,6.307,6.204,6.204,6.186,6.446,6.636,6.1,6.307,6.238,6.376,6.428,6.083,6.307,6.238,6.186,6.307
648,7.9489,6.186,6.1,6.169,6.238,6.169,6.515,6.307,6.238,6.394,6.566,6.186,6.687,6.808,6.307,6.204,6.221,6.255,6.428,6.636,6.117,6.307,6.255,6.342,6.428,6.083,6.359,6.221,6.238,6.307
649,7.92586,6.221,6.065,6.238,6.238,6.152,6.463,6.325,6.204,6.428,6.618,6.186,6.722,6.826,6.325,6.169,6.186,6.204,6.411,6.618,6.152,6.273,6.238,6.376,6.428,6.117,6.307,6.238,6.238,6.342
650,7.9489,6.186,6.083,6.29,6.238,6.169,6.584,6.307,6.238,6.428,6.566,6.186,6.67,6.808,6.307,6.221,6.186,6.221,6.376,6.618,6.134,6.307,6.255,6.359,6.428,6.117,6.342,6.204,6.238,6.29
651,7.90282,6.221,6.117,6.29,6.255,6.186,6.515,6.307,6.221,6.428,6.601,6.186,6.67,6.826,6.29,6.221,6.204,6.238,6.394,6.618,6.1,6.29,6.255,6.376,6.411,6.117,6.29,6.238,6.221,6.325
652,7.9489,6.204,6.083,6.255,6.238,6.152,6.566,6.307,6.221,6.446,6.601,6.169,6.653,6.808,6.29,6.204,6.186,6.238,6.394,6.653,6.117,6.273,6.255,6.342,6.411,6.117,6.342,6.238,6.238,6.307
653,7.97194,6.169,6.083,6.169,6.221,6.186,6.549,6.307,6.204,6.428,6.601,6.204,6.67,6.791,6.29,6.204,6.169,6.204,6.446,6.653,6.1,6.255,6.238,6.359,6.428,6.134,6.325,6.221,6.238,6.307
654,7.9489,6.169,6.083,6.204,6.221,6.152,6.549,6.29,6.204,6.428,6.601,6.186,6.705,6.808,6.307,6.204,6.169,6.255,6.428,6.636,6.117,6.238,6.255,6.376,6.428,6.117,6.307,6.238,6.204,6.307
655,7.9489,6.186,6.1,6.273,6.221,6.152,6.549,6.307,6.221,6.428,6.584,6.221,6.705,6.808,6.325,6.204,6.186,6.204,6.497,6.618,6.1,6.238,6.273,6.359,6.446,6.117,6.342,6.255,6.221,6.307
656,7.9489,6.186,6.083,6.29,6.221,6.169,6.549,6.307,6.204,6.446,6.601,6.204,6.653,6.791,6.29,6.186,6.152,6.204,6.428,6.601,6.134,6.221,6.238,6.376,6.428,6.083,6.359,6.238,6.204,6.307
657,7.9489,6.186,6.083,6.169,6.221,6.169,6.601,6.307,6.204,6.428,6.584,6.186,6.67,6.791,6.29,6.169,6.169,6.221,6.411,6.618,6.134,6.29,6.255,6.359,6.428,6.1,6.325,6.221,6.221,6.325
658,7.97194,6.186,6.083,6.169,6.221,6.169,6.618,6.29,6.238,6.428,6.566,6.204,6.67,6.774,6.342,6.186,6.152,6.221,6.428,6.618,6.1,6.307,6.255,6.342,6.411,6.083,6.376,6.221,6.221,6.325
659,7.92586,6.186,6.065,6.238,6.255,6.186,6.549,6.29,6.238,6.428,6.584,6.204,6.653,6.774,6.325,6.204,6.169,6.204,6.446,6.601,6.134,6.29,6.221,6.342,6.411,6.1,6.307,6.238,6.238,6.325
660,7.99498,6.134,6.083,6.221,6.238,6.204,6.532,6.29,6.204,6.411,6.601,6.186,6.653,6.791,6.307,6.204,6.169,6.204,6.428,6.618,6.152,6.273,6.255,6.342,6.428,6.1,6.307,6.221,6.255,6.307
661,7.9489,6.152,6.083,6.221,6.204,6.152,6.48,6.342,6.221,6.428,6.601,6.186,6.67,6.826,6.307,6.169,6.186,6.238,6.411,6.636,6.134,6.238,6.238,6.376,6.463,6.117,6.325,6.238,6.238,6.342
662,7.97194,6.169,6.083,6.204,6.238,6.204,6.549,6.307,6.221,6.446,6.584,6.186,6.653,6.757,6.325,6.204,6.134,6.204,6.394,6.601,6.134,6.221,6.255,6.376,6.48,6.083,6.342,6.238,6.221,6.29
663,7.97194,6.186,6.1,6.273,6.221,6.169,6.515,6.307,6.238,6.411,6.601,6.186,6.687,6.843,6.307,6.186,6.152,6.221,6.394,6.636,6.152,6.238,6.29,6.359,6.463,6.1,6.307,6.238,6.221,6.359
664,7.99498,6.169,6.1,6.255,6.238,6.169,6.549,6.325,6.221,6.446,6.618,6.204,6.67,6.774,6.307,6.186,6.152,6.238,6.394,6.618,6.204,6.273,6.238,6.359,6.48,6.134,6.342,6.238,6.221,6.342
665,7.9489,6.186,6.065,6.221,6.255,6.169,6.48,6.29,6.221,6.428,6.601,6.204,6.67,6.808,6.307,6.186,6.169,6.238,6.446,6.601,6.186,6.307,6.238,6.342,6.463,6.1,6.307,6.238,6.238,6.342
666,7.99498,6.204,6.065,6.204,6.221,6.152,6.532,6.325,6.186,6.428,6.601,6.204,6.705,6.774,6.325,6.204,6.169,6.255,6.428,6.636,6.169,6.29,6.221,6.342,6.497,6.169,6.342,6.255,6.221,6.325
667,7.99498,6.186,6.048,6.221,6.221,6.186,6.549,6.325,6.204,6.428,6.601,6.204,6.67,6.774,6.29,6.169,6.186,6.238,6.446,6.618,6.169,6.238,6.255,6.342,6.48,6.117,6.342,6.221,6.221,6.376
668,7.9489,6.152,6.083,6.273,6.221,6.152,6.532,6.29,6.186,6.411,6.584,6.204,6.705,6.791,6.307,6.169,6.152,6.238,6.428,6.636,6.152,6.29,6.273,6.342,6.48,6.134,6.325,6.221,6.221,6.359
669,7.97194,6.186,6.065,6.186,6.255,6.169,6.497,6.325,6.221,6.411,6.618,6.186,6.722,6.791,6.342,6.221,6.169,6.204,6.428,6.618,6.152,6.273,6.238,6.325,6.48,6.134,6.342,6.273,6.204,6.325
670,7.9489,6.169,6.048,6.117,6.221,6.204,6.532,6.307,6.221,6.446,6.584,6.186,6.722,6.791,6.29,6.204,6.169,6.204,6.411,6.601,6.152,6.273,6.238,6.359,6.48,6.1,6.325,6.273,6.221,6.342
671,7.9489,6.152,6.065,6.204,6.221,6.169,6.532,6.307,6.221,6.428,6.601,6.204,6.687,6.774,6.29,6.221,6.152,6.204,6.411,6.618,6.169,6.255,6.238,6.376,6.463,6.117,6.307,6.221,6.221,6.325
672,7.9489,6.204,6.065,6.204,6.238,6.169,6.549,6.307,6.186,6.428,6.549,6.169,6.722,6.791,6.29,6.204,6.169,6.204,6.428,6.618,6.169,6.29,6.255,6.342,6.446,6.117,6.325,6.238,6.221,6.307
673,7.92586,6.204,6.1,6.255,6.221,6.152,6.532,6.29,6.186,6.446,6.549,6.204,6.687,6.791,6.307,6.186,6.186,6.204,6.411,6.636,6.186,6.29,6.238,6.376,6.497,6.134,6.325,6.238,6.238,6.342
674,7.9489,6.204,6.083,6.273,6.238,6.152,6.515,6.29,6.186,6.394,6.566,6.204,6.705,6.774,6.29,6.186,6.186,6.221,6.428,6.618,6.169,6.238,6.238,6.359,6.463,6.152,6.307,6.204,6.238,6.325
675,7.92586,6.169,6.083,6.238,6.238,6.169,6.566,6.29,6.204,6.446,6.618,6.186,6.808,6.791,6.273,6.204,6.169,6.221,6.463,6.636,6.169,6.238,6.255,6.394,6.463,6.117,6.307,6.221,6.204,6.342
676,7.9489,6.169,6.1,6.221,6.238,6.186,6.532,6.29,6.186,6.428,6.584,6.169,6.843,6.757,6.307,6.169,6.169,6.204,6.446,6.618,6.169,6.307,6.238,6.359,6.48,6.1,6.325,6.238,6.238,6.307
677,7.97194,6.169,6.065,6.221,6.221,6.169,6.532,6.325,6.186,6.428,6.618,6.169,6.722,6.774,6.307,6.186,6.186,6.221,6.428,6.584,6.152,6.342,6.238,6.376,6.48,6.117,6.342,6.238,6.221,6.325
678,7.97194,6.169,6.065,6.29,6.238,6.152,6.497,6.307,6.186,6.428,6.584,6.204,6.705,6.808,6.29,6.169,6.169,6.238,6.48,6.601,6.152,6.273,6.255,6.359,6.446,6.1,6.325,6.221,6.221,6.325
679,7.99498,6.169,6.1,6.255,6.238,6.186,6.497,6.273,6.221,6.428,6.601,6.221,6.722,6.791,6.307,6.204,6.169,6.204,6.428,6.618,6.117,6.255,6.255,6.359,6.428,6.117,6.325,6.255,6.238,6.307
680,7.97194,6.204,6.083,6.255,6.238,6.152,6.618,6.29,6.221,6.411,6.618,6.221,6.67,6.791,6.307,6.204,6.204,6.204,6.463,6.636,6.134,6.325,6.238,6.342,6.428,6.117,6.307,6.273,6.204,6.307
681,7.99498,6.186,6.083,6.221,6.221,6.152,6.497,6.29,6.186,6.428,6.618,6.221,6.705,6.774,6.307,6.186,6.186,6.221,6.463,6.618,6.152,6.29,6.238,6.359,6.428,6.117,6.325,6.221,6.238,6.342
682,7.9489,6.186,6.083,6.273,6.221,6.152,6.463,6.307,6.238,6.446,6.636,6.204,6.687,6.774,6.307,6.169,6.186,6.238,6.48,6.636,6.134,6.273,6.238,6.376,6.411,6.117,6.359,6.238,6.221,6.307
683,8.01802,6.238,6.083,6.169,6.238,6.152,6.549,6.29,6.221,6.446,6.584,6.186,6.687,6.774,6.29,6.204,6.186,6.255,6.463,6.653,6.1,6.204,6.255,6.359,6.428,6.1,6.29,6.238,6.238,6.307
684,8.04106,6.221,6.1,6.221,6.238,6.152,6.566,6.325,6.186,6.411,6.601,6.186,6.705,6.774,6.29,6.186,6.169,6.273,6.48,6.653,6.117,6.221,6.238,6.359,6.428,6.134,6.29,6.238,6.273,6.325
685,7.97194,6.169,6.1,6.169,6.221,6.204,6.584,6.307,6.204,6.446,6.601,6.186,6.67,6.791,6.325,6.186,6.152,6.29,6.463,6.618,6.083,6.238,6.238,6.359,6.428,6.1,6.342,6.221,6.221,6.325
686,7.99498,6.204,6.1,6.255,6.238,6.134,6.566,6.29,6.221,6.446,6.584,6.204,6.86,6.757,6.325,6.186,6.169,6.273,6.48,6.636,6.117,6.221,6.255,6.359,6.463,6.134,6.307,6.204,6.204,6.342
687,7.99498,6.221,6.065,6.273,6.238,6.169,6.601,6.307,6.204,6.446,6.566,6.186,6.687,6.791,6.325,6.186,6.152,6.29,6.446,6.636,6.152,6.238,6.255,6.359,6.463,6.152,6.307,6.255,6.221,6.307
688,7.9489,6.204,6.083,6.307,6.238,6.152,6.549,6.307,6.186,6.411,6.584,6.204,6.705,6.774,6.29,6.186,6.169,6.29,6.463,6.618,6.134,6.273,6.255,6.342,6.463,6.152,6.29,6.255,6.221,6.325
689,7.9489,6.169,6.083,6.307,6.238,6.169,6.515,6.307,6.204,6.428,6.584,6.186,6.67,6.791,6.307,6.204,6.152,6.255,6.48,6.653,6.169,6.273,6.221,6.359,6.48,6.117,6.325,6.204,6.204,6.342
690,7.99498,6.186,6.083,6.273,6.221,6.152,6.532,6.29,6.204,6.411,6.566,6.238,6.722,6.791,6.307,6.186,6.152,6.255,6.446,6.618,6.169,6.221,6.255,6.376,6.463,6.117,6.29,6.221,6.221,6.307
691,7.9489,6.204,6.1,6.221,6.221,6.169,6.515,6.342,6.204,6.463,6.584,6.186,6.739,6.774,6.307,6.186,6.169,6.221,6.497,6.601,6.134,6.221,6.273,6.359,6.48,6.117,6.325,6.238,6.221,6.307
692,7.90282,6.186,6.083,6.238,6.221,6.152,6.549,6.307,6.204,6.446,6.618,6.204,6.687,6.791,6.29,6.186,6.186,6.255,6.446,6.601,6.134,6.359,6.221,6.359,6.463,6.152,6.342,6.238,6.221,6.307
693,7.9489,6.204,6.083,6.255,6.221,6.152,6.532,6.307,6.204,6.446,6.601,6.238,6.687,6.774,6.29,6.204,6.204,6.204,6.48,6.601,6.134,6.204,6.238,6.359,6.446,6.117,6.307,6.221,6.221,6.307
694,7.92586,6.169,6.083,6.204,6.221,6.221,6.446,6.29,6.221,6.446,6.601,6.221,6.687,6.791,6.29,6.186,6.169,6.221,6.446,6.601,6.134,6.29,6.255,6.359,6.446,6.134,6.325,6.221,6.221,6.307
695,7.97194,6.152,6.065,6.221,6.221,6.186,6.601,6.307,6.186,6.446,6.601,6.204,6.687,6.757,6.29,6.169,6.186,6.204,6.446,6.636,6.117,6.307,6.255,6.376,6.446,6.117,6.325,6.255,6.221,6.307
696,7.9489,6.204,6.048,6.273,6.221,6.152,6.532,6.307,6.238,6.411,6.636,6.186,6.67,6.774,6.325,6.186,6.204,6.238,6.428,6.584,6.117,6.359,6.238,6.359,6.48,6.152,6.342,6.255,6.238,6.325
697,7.99498,6.204,6.083,6.238,6.221,6.152,6.584,6.307,6.204,6.428,6.618,6.204,6.687,6.757,6.29,6.186,6.169,6.273,6.446,6.601,6.134,6.273,6.221,6.342,6.48,6.117,6.325,6.238,6.204,6.342
698,7.9489,6.186,6.083,6.29,6.238,6.186,6.549,6.273,6.273,6.446,6.618,6.186,6.687,6.757,6.29,6.204,6.169,6.238,6.411,6.601,6.152,6.238,6.221,6.342,6.48,6.134,6.29,6.255,6.221,6.307
699,7.92586,6.152,6.083,6.134,6.221,6.152,6.549,6.307,6.204,6.411,6.601,6.186,6.687,6.739,6.29,6.169,6.186,6.238,6.428,6.618,6.152,6.273,6.273,6.359,6.48,6.117,6.307,6.273,6.204,6.325
700,8.01802,6.186,6.083,6.273,6.255,6.169,6.636,6.29,6.221,6.428,6.618,6.186,6.67,6.774,6.29,6.169,6.134,6.238,6.428,6.601,6.117,6.273,6.238,6.359,6.48,6.152,6.307,6.221,6.221,6.307
701,7.90282,6.204,6.083,6.255,6.221,6.152,6.463,6.325,6.204,6.428,6.618,6.186,6.687,6.791,6.29,6.169,6.186,6.238,6.463,6.601,6.152,6.273,6.238,6.359,6.463,6.134,6.307,6.238,6.204,6.359
702,7.97194,6.169,6.065,6.255,6.221,6.152,6.497,6.29,6.221,6.446,6.601,6.204,6.757,6.757,6.273,6.186,6.152,6.221,6.48,6.601,6.117,6.273,6.238,6.376,6.497,6.152,6.325,6.238,6.204,6.325
703,7.9489,6.204,6.083,6.273,6.238,6.169,6.601,6.29,6.204,6.428,6.601,6.169,6.774,6.757,6.307,6.204,6.169,6.221,6.463,6.601,6.134,6.273,6.255,6.359,6.497,6.152,6.307,6.255,6.238,6.359
704,7.90282,6.221,6.083,6.221,6.221,6.204,6.584,6.29,6.221,6.446,6.601,6.186,6.774,6.774,6.342,6.169,6.186,6.221,6.446,6.653,6.117,6.29,6.238,6.376,6.463,6.152,6.307,6.273,6.221,6.342
705,7.9489,6.186,6.083,6.273,6.221,6.169,6.549,6.307,6.204,6.446,6.601,6.186,6.687,6.774,6.273,6.204,6.169,6.221,6.411,6.601,6.238,6.307,6.273,6.376,6.48,6.134,6.325,6.238,6.221,6.325
706,7.90282,6.169,6.1,6.307,6.238,6.134,6.532,6.273,6.221,6.446,6.601,6.169,6.705,6.757,6.29,6.204,6.186,6.238,6.428,6.601,6.186,6.255,6.255,6.359,6.497,6.152,6.307,6.238,6.204,6.325
707,7.97194,6.273,6.083,6.221,6.221,6.152,6.549,6.29,6.221,6.428,6.618,6.186,6.705,6.774,6.307,6.204,6.186,6.221,6.411,6.618,6.221,6.29,6.255,6.376,6.463,6.134,6.325,6.238,6.255,6.325
708,7.97194,6.273,6.117,6.273,6.238,6.186,6.549,6.325,6.204,6.463,6.584,6.186,6.67,6.757,6.29,6.186,6.152,6.221,6.376,6.67,6.204,6.29,6.255,6.342,6.48,6.117,6.307,6.221,6.221,6.307
709,7.97194,6.255,6.134,6.29,6.255,6.152,6.497,6.307,6.204,6.428,6.601,6.186,6.705,6.757,6.359,6.186,6.186,6.221,6.411,6.618,6.221,6.29,6.238,6.359,6.428,6.1,6.325,6.238,6.238,6.325
710,7.90282,6.238,6.1,6.255,6.238,6.169,6.549,6.29,6.221,6.428,6.636,6.186,6.757,6.774,6.307,6.186,6.134,6.238,6.411,6.618,6.169,6.307,6.238,6.376,6.463,6.1,6.325,6.255,6.273,6.325
711,7.90282,6.238,6.1,6.255,6.221,6.169,6.532,6.29,6.204,6.411,6.653,6.186,6.86,6.757,6.307,6.204,6.152,6.238,6.463,6.601,6.204,6.342,6.221,6.342,6.463,6.065,6.29,6.255,6.204,6.325
712,7.97194,6.238,6.134,6.255,6.204,6.152,6.549,6.29,6.221,6.428,6.618,6.204,6.705,6.791,6.273,6.186,6.152,6.238,6.446,6.601,6.169,6.325,6.238,6.394,6.48,6.065,6.307,6.221,6.204,6.325
713,7.92586,6.238,6.1,6.255,6.221,6.204,6.601,6.325,6.221,6.428,6.584,6.186,6.705,6.791,6.29,6.186,6.169,6.221,6.446,6.601,6.186,6.325,6.255,6.359,6.497,6.117,6.325,6.221,6.238,6.307
714,7.92586,6.221,6.083,6.221,6.255,6.152,6.601,6.307,6.221,6.411,6.618,6.186,6.705,6.791,6.307,6.186,6.186,6.221,6.497,6.601,6.186,6.307,6.238,6.342,6.463,6.1,6.342,6.238,6.238,6.325
715,7.87978,6.204,6.117,6.238,6.221,6.169,6.566,6.273,6.238,6.446,6.636,6.186,6.722,6.739,6.29,6.204,6.169,6.255,6.446,6.636,6.169,6.29,6.273,6.359,6.428,6.117,6.307,6.238,6.255,6.342
716,7.90282,6.204,6.065,6.238,6.204,6.186,6.566,6.307,6.221,6.446,6.601,6.186,6.687,6.757,6.29,6.186,6.169,6.273,6.463,6.618,6.186,6.255,6.238,6.342,6.463,6.117,6.307,6.221,6.273,6.342
717,7.92586,6.186,6.1,6.307,6.238,6.169,6.497,6.325,6.221,6.428,6.584,6.204,6.739,6.774,6.307,6.186,6.186,6.221,6.428,6.636,6.152,6.221,6.255,6.359,6.428,6.152,6.342,6.238,6.221,6.325
718,7.97194,6.221,6.083,6.307,6.204,6.152,6.532,6.307,6.238,6.394,6.618,6.186,6.912,6.774,6.307,6.169,6.169,6.221,6.446,6.618,6.134,6.221,6.238,6.376,6.428,6.1,6.307,6.238,6.204,6.325
719,7.92586,6.204,6.1,6.255,6.221,6.152,6.601,6.325,6.238,6.428,6.618,6.204,6.878,6.774,6.307,6.186,6.169,6.238,6.428,6.601,6.169,6.238,6.255,6.376,6.411,6.134,6.307,6.221,6.221,6.29
720,7.9489,6.255,6.1,6.29,6.221,6.169,6.601,6.29,6.255,6.428,6.636,6.186,6.739,6.791,6.273,6.186,6.169,6.221,6.463,6.618,6.134,6.221,6.255,6.325,6.48,6.1,6.307,6.221,6.255,6.325
721,7.90282,6.204,6.1,6.307,6.255,6.152,6.549,6.29,6.273,6.428,6.618,6.186,6.757,6.774,6.29,6.204,6.169,6.221,6.463,6.566,6.134,6.255,6.238,6.342,6.48,6.1,6.307,6.238,6.221,6.307
722,7.92586,6.204,6.048,6.325,6.238,6.186,6.497,6.29,6.238,6.428,6.584,6.238,6.757,6.791,6.307,6.204,6.152,6.255,6.446,6.584,6.169,6.273,6.221,6.359,6.497,6.1,6.307,6.255,6.273,6.342
723,7.92586,6.221,6.065,6.238,6.238,6.152,6.549,6.307,6.238,6.428,6.618,6.186,6.739,6.774,6.29,6.186,6.152,6.238,6.463,6.636,6.204,6.273,6.255,6.359,6.48,6.117,6.325,6.221,6.255,6.307
724,7.90282,6.221,6.134,6.221,6.221,6.169,6.584,6.307,6.273,6.428,6.601,6.186,6.757,6.757,6.273,6.186,6.186,6.255,6.48,6.601,6.169,6.238,6.255,6.359,6.48,6.1,6.307,6.221,6.238,6.325
725,7.90282,6.204,6.1,6.186,6.238,6.169,6.532,6.307,6.238,6.428,6.584,6.204,6.722,6.757,6.307,6.186,6.169,6.255,6.463,6.636,6.169,6.255,6.255,6.359,6.463,6.117,6.325,6.238,6.204,6.342
726,7.97194,6.204,6.117,6.255,6.238,6.169,6.601,6.307,6.238,6.446,6.584,6.204,6.705,6.774,6.29,6.169,6.152,6.238,6.48,6.67,6.169,6.221,6.238,6.359,6.48,6.152,6.29,6.238,6.255,6.307
727,7.92586,6.221,6.134,6.273,6.238,6.169,6.532,6.307,6.255,6.428,6.618,6.186,6.722,6.757,6.29,6.204,6.152,6.221,6.446,6.618,6.152,6.238,6.255,6.359,6.463,6.134,6.307,6.221,6.238,6.325
728,7.87978,6.204,6.1,6.273,6.221,6.186,6.515,6.29,6.238,6.428,6.601,6.186,6.722,6.791,6.273,6.186,6.152,6.221,6.428,6.601,6.152,6.273,6.238,6.359,6.497,6.083,6.307,6.221,6.221,6.307
