I_mean,I_max,I_min,I_rms,I_std_dev,I_skewness,I_crest_factor,I_form_factor,fault_type
6.175782609,6.221,6.134,6.175829003,0.024476253,-0.133003152,1.007314159,1.000007512,8
6.178782609,6.221,6.134,6.17883931,0.027065504,0.182911461,1.0068234,1.000009177,8
6.181043478,6.238,6.152,6.181090476,0.024645631,0.914977294,1.009207036,1.000007604,8
6.177913043,6.221,6.134,6.177963587,0.025551931,-0.089215606,1.006966116,1.000008181,8
6.178043478,6.204,6.134,6.178072891,0.019492372,-0.353849342,1.004196634,1.000004761,8
6.181130435,6.221,6.152,6.181173443,0.023576383,0.388783241,1.006443203,1.000006958,8
6.175782609,6.204,6.117,6.175819893,0.021941982,-0.811293316,1.004562974,1.000006037,8
6.179521739,6.238,6.134,6.179575717,0.02640914,0.652670902,1.009454417,1.000008735,8
6.179521739,6.221,6.134,6.17956783,0.024403557,-0.184061173,1.006704703,1.000007459,8
6.173565217,6.221,6.134,6.173622945,0.027297729,0.214282566,1.007674109,1.000009351,8
6.169695652,6.221,6.117,6.169732222,0.021720193,-0.241968571,1.008309563,1.000005927,8
6.179565217,6.204,6.134,6.179601071,0.021523404,-0.579818903,1.003948302,1.000005802,8
6.181,6.238,6.134,6.181047206,0.024700018,0.493287803,1.009214101,1.000007637,8
6.17126087,6.204,6.134,6.171286636,0.018233878,-0.017152795,1.005300899,1.000004175,8
6.172695652,6.204,6.134,6.172716406,0.016366359,-0.476160672,1.005068043,1.000003362,8
6.168956522,6.221,6.117,6.169011541,0.026639817,0.162754556,1.008427356,1.000008919,8
6.178043478,6.238,6.134,6.178106151,0.028453276,0.925365264,1.009694532,1.000010144,8
6.173565217,6.221,6.117,6.173620909,0.026812185,-0.232887655,1.007674441,1.000009021,8
6.169869565,6.204,6.134,6.169904322,0.021175252,0.410604304,1.005526127,1.000005633,8
6.171304348,6.221,6.134,6.171334533,0.019735604,0.739208801,1.008047768,1.000004891,8
6.171913043,6.221,6.117,6.171956564,0.023698702,-0.456115912,1.007946173,1.000007051,8
6.172826087,6.221,6.117,6.172889532,0.028616035,0.017972048,1.007793833,1.000010278,8
6.171391304,6.204,6.117,6.171434158,0.023515448,-0.128152893,1.005276868,1.000006944,8
6.171304348,6.204,6.152,6.171323746,0.01582126,0.534087015,1.005294853,1.000003143,8
6.183391304,6.221,6.152,6.183420307,0.019364304,0.17718652,1.006077493,1.00000469,8
6.176521739,6.238,6.117,6.176595333,0.030829251,-0.097753712,1.009941507,1.000011915,8
6.170478261,6.221,6.134,6.170520389,0.023313807,0.194633422,1.00818077,1.000006827,8
6.172782609,6.204,6.134,6.172811938,0.019456143,-0.034375628,1.005052489,1.000004751,8
6.179565217,6.221,6.134,6.179624282,0.027625459,-0.110502294,1.006695507,1.000009558,8
6.17426087,6.221,6.117,6.174314375,0.026282067,-0.136781514,1.007561265,1.000008666,8
6.173521739,6.221,6.117,6.17357734,0.026790211,-0.072293356,1.007681553,1.000009006,8
6.172826087,6.221,6.134,6.172863894,0.022090006,0.424997126,1.007798018,1.000006125,8
6.176478261,6.204,6.134,6.176501152,0.017193734,-0.394721414,1.004452172,1.000003706,8
6.175130435,6.238,6.134,6.175186426,0.026887483,0.705268101,1.010171932,1.000009067,8
6.175043478,6.238,6.117,6.175116559,0.030717893,-0.103065019,1.010183361,1.000011835,8
6.16973913,6.238,6.117,6.169799067,0.027806502,0.562652671,1.011053996,1.000009715,8
6.174391304,6.221,6.134,6.174441115,0.02535877,0.183266068,1.007540583,1.000008067,8
6.17426087,6.204,6.134,6.174293665,0.020576282,-0.28496358,1.004811293,1.000005312,8
6.175,6.238,6.134,6.175054209,0.026455795,0.266379402,1.010193561,1.000008779,8
6.177217391,6.204,6.134,6.177238323,0.016442618,-0.439557867,1.004332304,1.000003389,8
6.174217391,6.204,6.134,6.174249981,0.020511541,-0.465557871,1.004818402,1.000005278,8
6.179608696,6.221,6.152,6.179658458,0.025356977,0.490692185,1.00668994,1.000008053,8
6.176478261,6.221,6.134,6.176513717,0.021398533,0.803109296,1.007202491,1.000005741,8
6.17126087,6.238,6.117,6.171312034,0.025694388,0.114973628,1.010806125,1.000008291,8
6.16673913,6.204,6.117,6.166805815,0.029322993,-0.207046753,1.006031353,1.000010814,8
6.168217391,6.221,6.117,6.168262595,0.024145311,-0.027719833,1.008549799,1.000007328,8
6.163826087,6.204,6.117,6.163873521,0.024725129,-0.026641395,1.006509945,1.000007696,8
6.166,6.204,6.1,6.166051792,0.025840419,-0.83239602,1.006154377,1.0000084,8
6.169043478,6.204,6.117,6.169092147,0.025055354,-0.194881469,1.005658507,1.000007889,8
6.167521739,6.204,6.117,6.167559813,0.022158252,-0.250158471,1.005908364,1.000006173,8
6.160869565,6.204,6.083,6.160936991,0.029471565,-0.480094157,1.006989685,1.000010944,8
6.169043478,6.221,6.134,6.169086036,0.023429737,0.481097271,1.008415179,1.000006899,8
6.165217391,6.186,6.1,6.165248547,0.020040769,-1.638775346,1.003365874,1.000005054,8
6.165130435,6.221,6.117,6.165202447,0.030468023,0.470476781,1.009050401,1.000011681,8
6.170565217,6.238,6.117,6.170626009,0.02800621,0.613307551,1.010918502,1.000009852,8
6.16973913,6.221,6.117,6.169784571,0.0242116,-0.083105637,1.008301008,1.000007365,8
6.163695652,6.204,6.134,6.163730748,0.021267634,0.146164739,1.006533259,1.000005694,8
6.16673913,6.221,6.117,6.166794774,0.026785711,0.394675355,1.008789854,1.000009023,8
6.163782609,6.204,6.134,6.163821856,0.022490314,0.481395617,1.006518382,1.000006367,8
6.162869565,6.238,6.134,6.162932638,0.028508857,0.871036597,1.012180461,1.000010234,8
6.163086957,6.204,6.134,6.16312024,0.02070993,0.744493244,1.006632965,1.0000054,8
6.170434783,6.221,6.134,6.170478834,0.023840047,0.398758863,1.00818756,1.000007139,8
6.172,6.238,6.134,6.172045514,0.024235586,0.739980738,1.010686001,1.000007374,8
6.159304348,6.204,6.134,6.159327271,0.017182006,0.78429168,1.007252858,1.000003722,8
6.17426087,6.238,6.134,6.17431234,0.025777399,0.683173192,1.01031494,1.000008336,8
6.172782609,6.221,6.117,6.172828948,0.024455816,-0.203860777,1.007803724,1.000007507,8
6.165913043,6.221,6.117,6.165975588,0.028396403,-0.303246617,1.008923878,1.000010144,8
6.180217391,6.238,6.134,6.180263027,0.02428422,-0.070966243,1.009342155,1.000007384,8
6.17273913,6.238,6.134,6.172783218,0.023854135,0.703449819,1.010565215,1.000007142,8
6.171173913,6.221,6.117,6.171218761,0.024056094,-0.3632486,1.008066679,1.000007267,8
6.176478261,6.204,6.134,6.176505221,0.018659313,-0.507563326,1.004451511,1.000004365,8
6.165173913,6.204,6.117,6.165231569,0.027262449,-0.06771088,1.006288236,1.000009352,8
6.172,6.204,6.134,6.172061469,0.028165098,-0.233933133,1.005174694,1.000009959,8
6.177217391,6.238,6.134,6.177278421,0.028076125,0.520697672,1.009829827,1.00000988,8
6.173478261,6.221,6.134,6.173523235,0.024094265,-0.065147121,1.007690384,1.000007285,8
6.176521739,6.204,6.117,6.176557146,0.021383659,-0.92323387,1.004443067,1.000005732,8
6.175826087,6.238,6.134,6.175884637,0.027496532,0.472006877,1.010057727,1.00000948,8
6.177217391,6.221,6.134,6.177256989,0.022615273,0.466797096,1.0070813,1.00000641,8
6.179565217,6.238,6.134,6.179615177,0.025407275,0.380634688,1.009447971,1.000008085,8
6.168217391,6.238,6.117,6.16827758,0.0278616,0.639792348,1.011303386,1.000009758,8
6.17126087,6.221,6.1,6.1713227,0.028246025,-0.767299648,1.008049701,1.000010019,8
6.172695652,6.204,6.1,6.172735452,0.022664419,-1.615082327,1.005064942,1.000006448,8
6.159956522,6.221,6.117,6.160010979,0.026484092,0.157764011,1.009900797,1.000008841,8
6.167521739,6.221,6.117,6.16757468,0.026128823,0.158677241,1.00866229,1.000008584,8
6.16826087,6.221,6.134,6.168310515,0.025304001,0.936528489,1.008541964,1.000008049,8
6.175782609,6.221,6.1,6.175845272,0.028446052,-0.483153569,1.007311506,1.000010147,8
6.177347826,6.221,6.152,6.177389525,0.023207774,0.747258052,1.007059693,1.00000675,8
6.165217391,6.238,6.117,6.165272179,0.026575718,0.469655195,1.011796368,1.000008887,8
6.167478261,6.238,6.117,6.167564998,0.033444485,0.459596231,1.011420229,1.000014064,8
6.162956522,6.204,6.134,6.163000603,0.023833663,0.342715898,1.006652506,1.000007153,8
6.168217391,6.221,6.1,6.168294483,0.031532028,-0.56406744,1.008544585,1.000012498,8
6.162217391,6.204,6.117,6.162254757,0.021941982,-0.0635491,1.006774345,1.000006064,8
6.163782609,6.238,6.1,6.163855559,0.03066232,0.287971181,1.012028906,1.000011835,8
6.16673913,6.238,6.117,6.166803411,0.028789546,0.540655505,1.011545137,1.000010424,8
6.165304348,6.204,6.134,6.165331727,0.018786927,0.470630538,1.006271888,1.000004441,8
6.162217391,6.204,6.117,6.16226352,0.024379493,-0.191576592,1.006772914,1.000007486,8
6.171304348,6.238,6.134,6.171344833,0.022856141,1.154570065,1.010800752,1.00000656,8
6.160086957,6.204,6.117,6.160135487,0.02500166,0.338787392,1.007120706,1.000007878,8
6.168347826,6.221,6.117,6.168401921,0.026413854,0.246429272,1.008527019,1.00000877,8
6.166130435,6.221,6.117,6.166201963,0.030367902,0.06400879,1.008886838,1.0000116,8
6.173521739,6.221,6.117,6.17357722,0.026761352,-0.312432826,1.007681572,1.000008987,8
6.168217391,6.204,6.117,6.168249766,0.020433832,-0.637199063,1.005795847,1.000005249,8
6.162130435,6.186,6.117,6.162163627,0.020680039,-0.568116969,1.003868182,1.000005386,8
6.162217391,6.221,6.117,6.162267599,0.02543433,0.464144683,1.009530972,1.000008148,8
6.156956522,6.186,6.117,6.156997341,0.022923744,-0.266279603,1.00471052,1.00000663,8
6.166043478,6.204,6.117,6.166082701,0.022487326,-0.464169846,1.006149334,1.000006361,8
6.157695652,6.186,6.1,6.157728566,0.020585597,-0.943660691,1.004591212,1.000005345,8
6.166695652,6.204,6.117,6.16675177,0.026899535,-0.161974063,1.00604017,1.0000091,8
6.162217391,6.204,6.117,6.162274323,0.027083971,-0.216191511,1.006771149,1.000009239,8
6.168913043,6.221,6.134,6.168961956,0.025117746,0.095323518,1.008435462,1.000007929,8
6.164478261,6.186,6.134,6.164499511,0.016549841,-0.128596591,1.003487792,1.000003447,8
6.155434783,6.204,6.117,6.155470896,0.021559276,0.467015278,1.007883898,1.000005867,8
6.162217391,6.204,6.134,6.162263767,0.024444662,0.447516992,1.006772873,1.000007526,8
6.161478261,6.221,6.117,6.161530795,0.026015502,0.295976264,1.009651693,1.000008526,8
6.15626087,6.204,6.117,6.156291112,0.019730496,0.429868797,1.007749615,1.000004913,8
6.16073913,6.238,6.117,6.160819472,0.03217031,0.907667586,1.01252764,1.000013041,8
6.160695652,6.221,6.117,6.160742212,0.024490137,0.527571432,1.00978093,1.000007558,8
6.167478261,6.204,6.134,6.167511886,0.020823653,0.004173779,1.00591618,1.000005452,8
6.169695652,6.221,6.117,6.169736782,0.02303443,-0.213870102,1.008308818,1.000006666,8
6.162956522,6.204,6.134,6.162991474,0.021222797,0.2410274,1.006653997,1.000005671,8
6.169826087,6.204,6.134,6.169852461,0.018445626,0.416035562,1.005534579,1.000004275,8
6.174304348,6.221,6.134,6.174336983,0.020525892,0.434230961,1.007557575,1.000005286,8
6.168304348,6.221,6.134,6.168358562,0.026442794,0.412140947,1.008534108,1.000008789,8
6.163695652,6.221,6.117,6.163749822,0.026422158,0.308482759,1.009288206,1.000008789,8
6.165304348,6.221,6.117,6.165354992,0.02555108,0.682403853,1.009025435,1.000008214,8
6.170478261,6.238,6.117,6.170532846,0.026537914,0.330374441,1.010933765,1.000008846,8
6.163782609,6.204,6.117,6.163817045,0.021066899,-0.51641343,1.006519167,1.000005587,8
6.164434783,6.221,6.117,6.164488152,0.02622772,-0.033088378,1.009167322,1.000008658,8
6.169043478,6.221,6.117,6.169087826,0.02391743,0.452022429,1.008414886,1.000007189,8
6.162217391,6.204,6.117,6.162267719,0.025464693,-0.374952285,1.006772228,1.000008167,8
6.175043478,6.221,6.134,6.175104111,0.027979665,0.226311472,1.007432407,1.000009819,8
6.159217391,6.204,6.117,6.159259632,0.023323723,0.329115708,1.00726392,1.000006858,8
6.161521739,6.221,6.1,6.161574202,0.025998024,-0.13547308,1.00964458,1.000008515,8
6.162913043,6.221,6.117,6.162958631,0.024237299,0.243661989,1.009417777,1.000007397,8
6.158478261,6.204,6.117,6.158513701,0.021362392,0.254820086,1.007385922,1.000005755,8
6.165913043,6.204,6.117,6.165958926,0.024321545,-0.312889976,1.006169531,1.000007441,8
6.166782609,6.221,6.117,6.166840548,0.027332891,0.004940092,1.008782366,1.000009395,8
6.165956522,6.204,6.117,6.166004707,0.024924392,-0.170845638,1.00616206,1.000007815,8
6.160782609,6.186,6.117,6.160805269,0.017085232,-0.418097146,1.004089519,1.000003678,8
6.147913043,6.204,6.1,6.147961918,0.025065211,0.318561384,1.009114904,1.00000795,8
6.159173913,6.186,6.134,6.159198914,0.017943477,0.013014053,1.004351392,1.000004059,8
6.180347826,6.221,6.134,6.180383181,0.0213746,-0.05597091,1.006571893,1.00000572,8
6.181869565,6.221,6.152,6.181901688,0.02037669,0.035207694,1.006324642,1.000005196,8
6.181043478,6.221,6.117,6.181089056,0.024270218,-0.921195378,1.006456944,1.000007374,8
6.181130435,6.221,6.134,6.181182059,0.025830398,0.038081285,1.0064418,1.000008352,8
6.178043478,6.221,6.134,6.178087853,0.023942124,0.063988017,1.006945862,1.000007183,8
6.190695652,6.255,6.152,6.190750365,0.026612428,0.831133241,1.010378327,1.000008838,8
6.177347826,6.204,6.152,6.177372894,0.01799396,0.235138737,1.004310426,1.000004058,8
6.17726087,6.238,6.134,6.17731753,0.027052503,0.509605605,1.009823434,1.000009172,8
6.181086957,6.221,6.134,6.181142975,0.026907101,-0.16051207,1.006448164,1.000009063,8
6.176478261,6.221,6.134,6.176507375,0.019390414,0.0877757,1.007203525,1.000004714,8
6.187043478,6.255,6.152,6.187090663,0.024706418,1.136006392,1.010975973,1.000007626,8
6.191652174,6.221,6.152,6.19168073,0.019227369,-0.214678184,1.004735268,1.000004612,8
6.184782609,6.238,6.117,6.184851712,0.029893685,0.032517415,1.0085933,1.000011173,8
6.181130435,6.221,6.152,6.18116304,0.020527818,0.140122753,1.006444897,1.000005275,8
6.187826087,6.238,6.152,6.187868011,0.023289975,0.449435335,1.008101658,1.000006775,8
6.189304348,6.238,6.117,6.189354374,0.025444118,-0.609318464,1.007859564,1.000008083,8
6.184695652,6.238,6.134,6.184735571,0.022720505,0.310374271,1.00861224,1.000006455,8
6.192304348,6.255,6.152,6.192355838,0.025820068,0.500712264,1.01011637,1.000008315,8
6.183304348,6.221,6.117,6.183354233,0.025395839,-0.604626121,1.006088244,1.000008068,8
6.186304348,6.238,6.134,6.186350849,0.024525376,-0.001167095,1.008348888,1.000007517,8
6.18926087,6.221,6.134,6.189304951,0.023884604,-0.799677657,1.005120938,1.000007122,8
6.181,6.221,6.134,6.18103477,0.021198199,0.004201893,1.006465783,1.000005625,8
6.192217391,6.238,6.134,6.192267299,0.025420029,0.086443104,1.007385453,1.00000806,8
6.187826087,6.238,6.152,6.18786383,0.022098236,0.407989186,1.008102339,1.0000061,8
6.184782609,6.238,6.117,6.18484168,0.027638834,-0.50942205,1.008594936,1.000009551,8
6.183347826,6.238,6.117,6.1834165,0.029797207,-0.055988215,1.008827402,1.000011106,8
6.189391304,6.238,6.152,6.189428505,0.021941532,-0.052623157,1.007847493,1.00000601,8
6.190086957,6.238,6.152,6.190131073,0.023895441,0.261835856,1.007733104,1.000007127,8
6.191652174,6.255,6.152,6.191701382,0.025239955,0.737615993,1.010223138,1.000007947,8
6.193173913,6.238,6.152,6.193225833,0.025929366,-0.039195188,1.007229539,1.000008383,8
6.196956522,6.238,6.152,6.196996025,0.02262436,-0.26921484,1.00661675,1.000006375,8
6.189347826,6.221,6.152,6.189391257,0.023707706,-0.203212634,1.005106923,1.000007017,8
6.187043478,6.238,6.152,6.187080269,0.021816337,0.521615114,1.00823001,1.000005946,8
6.182608696,6.221,6.134,6.182672428,0.028703404,-0.420447069,1.006199192,1.000010308,8
6.168956522,6.221,6.134,6.169003154,0.024525457,0.207533764,1.008428727,1.000007559,8
6.166043478,6.221,6.1,6.166101767,0.027413464,-0.358192877,1.008903232,1.000009453,8
6.161434783,6.186,6.117,6.16146806,0.020705349,-0.801719625,1.003981509,1.000005401,8
6.170478261,6.238,6.117,6.170556091,0.031688641,0.72498157,1.010929956,1.000012613,8
6.175826087,6.221,6.152,6.175854942,0.019302972,0.650993416,1.007309929,1.000004672,8
6.164521739,6.204,6.117,6.164560177,0.022258542,-0.030904047,1.006397832,1.000006235,8
6.171217391,6.238,6.134,6.171281397,0.028738565,0.550048316,1.010811142,1.000010372,8
6.173478261,6.204,6.134,6.173514974,0.021769181,-0.384154932,1.004938034,1.000005947,8
6.16673913,6.204,6.117,6.166777747,0.022314319,-0.295909421,1.006035932,1.000006262,8
6.16526087,6.221,6.117,6.16530501,0.023854135,0.308133581,1.009033615,1.00000716,8
6.161521739,6.204,6.117,6.161557161,0.021362392,-0.337088246,1.00688833,1.000005749,8
6.172826087,6.255,6.117,6.172897428,0.030344465,0.834478753,1.013300492,1.000011557,8
6.173478261,6.204,6.134,6.173517009,0.02236448,-0.388847394,1.004937703,1.000006277,8
6.16973913,6.204,6.134,6.169774148,0.021254342,-0.088836963,1.005547343,1.000005676,8
6.158434783,6.186,6.117,6.158459703,0.017913494,-0.657873015,1.004471946,1.000004047,8
6.16826087,6.221,6.134,6.168293492,0.020512119,0.625531926,1.008544747,1.000005289,8
6.165304348,6.204,6.117,6.165348638,0.023894531,0.084067869,1.006269128,1.000007184,8
6.160826087,6.221,6.117,6.160863932,0.022079715,0.871670055,1.00976098,1.000006143,8
6.162217391,6.204,6.117,6.162261481,0.023834575,-0.248261427,1.006773247,1.000007155,8
6.159173913,6.221,6.117,6.159226769,0.026090145,0.396185868,1.010029381,1.000008582,8
6.165956522,6.204,6.134,6.166002549,0.024359949,0.11742428,1.006162412,1.000007465,8
6.159913043,6.186,6.1,6.159958914,0.024306589,-0.766965753,1.004227477,1.000007447,8
6.164434783,6.238,6.117,6.164509261,0.030983612,0.578779503,1.011921588,1.000012082,8
6.150913043,6.186,6.117,6.150943918,0.019926942,-0.318741273,1.005699301,1.00000502,8
6.150086957,6.221,6.1,6.150156647,0.029936164,0.494860202,1.011518951,1.000011332,8
6.163,6.204,6.117,6.163048078,0.02489067,0.16815009,1.006644751,1.000007801,8
6.16,6.204,6.117,6.160052971,0.026120351,0.218714373,1.007134197,1.000008599,8
6.163695652,6.221,6.117,6.163745378,0.025315168,0.574048806,1.009288934,1.000008068,8
6.158434783,6.204,6.117,6.158474592,0.022641125,-0.150512862,1.007392319,1.000006464,8
6.159913043,6.221,6.117,6.159978487,0.029032761,0.040925654,1.009906124,1.000010624,8
6.160826087,6.221,6.134,6.160861773,0.021440514,1.345012628,1.009761334,1.000005792,8
6.152434783,6.204,6.117,6.15248292,0.024884873,0.528832295,1.00837338,1.000007824,8
6.152347826,6.186,6.117,6.15239332,0.024191675,-0.09635404,1.005462375,1.000007395,8
6.164521739,6.221,6.117,6.164568937,0.024664788,0.395970239,1.009154097,1.000007656,8
6.158478261,6.221,6.117,6.15853291,0.026527635,0.34363718,1.010143177,1.000008874,8
6.158478261,6.204,6.117,6.158533158,0.026587539,0.3471724,1.007382739,1.000008914,8
6.157782609,6.221,6.1,6.157841014,0.027422546,0.115233548,1.010256677,1.000009485,8
6.155521739,6.204,6.117,6.155559958,0.022178756,-0.447288155,1.007869315,1.000006209,8
6.15626087,6.221,6.117,6.156316572,0.026777225,0.405092932,1.010506839,1.000009048,8
6.163,6.204,6.134,6.163028635,0.019209373,0.320898339,1.006647927,1.000004646,8
6.154695652,6.221,6.117,6.154741686,0.024339334,0.515548727,1.010765409,1.000007479,8
6.171173913,6.255,6.134,6.171239728,0.029141742,0.881172872,1.013572682,1.000010665,8
6.162913043,6.204,6.1,6.162956592,0.02368911,-0.811426385,1.006659694,1.000007066,8
6.167434783,6.221,6.117,6.167489374,0.0265327,0.239098398,1.008676241,1.000008851,8
6.154782609,6.186,6.117,6.15480301,0.016203132,-0.069161817,1.005068723,1.000003315,8
6.156217391,6.186,6.1,6.156249462,0.02031783,-0.761306272,1.004832575,1.000005209,8
6.166782609,6.238,6.117,6.166869553,0.033482637,0.806862009,1.011534288,1.000014099,8
6.166,6.204,6.1,6.166056354,0.026954507,-0.703783921,1.006153633,1.000009139,8
6.161565217,6.221,6.117,6.161602975,0.022055356,0.770130362,1.009639866,1.000006128,8
6.167106762,6.238,6.1,6.16715688,0.024877858,0.125900901,1.01148716,1.000008127,8
6.154695652,6.221,6.117,6.154741686,0.024339334,0.515548727,1.010765409,1.000007479,8
6.4185,6.463,6.394,6.418532337,0.021143284,0.804969666,1.006928011,1.000005038,9
6.409714286,6.446,6.359,6.409766187,0.026768031,-0.443680351,1.005652907,1.000008097,9
6.422214286,6.463,6.376,6.422256807,0.02425245,-0.048799005,1.006344062,1.000006621,9
6.428285714,6.463,6.394,6.428315765,0.020397694,0.357645854,1.00539554,1.000004675,9
6.424642857,6.48,6.394,6.4246833,0.02365654,0.872645833,1.008610028,1.000006295,9
6.4235,6.463,6.394,6.423541363,0.023922149,0.005703246,1.006142817,1.000006439,9
6.425714286,6.463,6.376,6.425744137,0.020325916,-0.681955406,1.005797906,1.000004646,9
6.429571429,6.497,6.394,6.429652001,0.033403626,0.693875962,1.010474595,1.000012532,9
6.424428571,6.463,6.376,6.42446587,0.022718052,-0.240822654,1.005998029,1.000005806,9
6.423357143,6.446,6.376,6.423388953,0.020978403,-0.877109867,1.003520112,1.000004952,9
6.419642857,6.463,6.376,6.419688794,0.025202586,0.353149042,1.006746621,1.000007156,9
6.413571429,6.463,6.394,6.41359762,0.019021099,1.724255281,1.007702756,1.000004084,9
6.424785714,6.463,6.376,6.424849876,0.029797208,-0.258010543,1.005937901,1.000009987,9
6.419642857,6.446,6.394,6.419668355,0.018776447,-0.371268638,1.004101714,1.000003972,9
6.428285714,6.48,6.376,6.42834581,0.028845553,0.109129614,1.008035378,1.000009349,9
6.417214286,6.463,6.376,6.417259645,0.025038981,0.161084445,1.007127708,1.000007068,9
6.417142857,6.463,6.376,6.417202305,0.028664793,-0.189218254,1.007136707,1.000009264,9
6.420928571,6.463,6.394,6.420960815,0.021116761,0.427955757,1.00654718,1.000005022,9
6.415928571,6.446,6.376,6.415970425,0.024049514,-0.388064794,1.004680442,1.000006523,9
6.422071429,6.463,6.376,6.422110406,0.023219568,0.316563652,1.006367003,1.000006069,9
6.412142857,6.463,6.376,6.41218112,0.022987813,0.30370768,1.007925366,1.000005967,9
6.416,6.446,6.376,6.416034979,0.02198601,-0.086638627,1.004670333,1.000005452,9
6.420857143,6.463,6.394,6.420882683,0.01879385,0.66285319,1.006559428,1.000003978,9
6.411,6.446,6.376,6.411026528,0.019139166,0,1.005455206,1.000004138,9
6.411071429,6.463,6.376,6.411114818,0.024477507,1.328010536,1.008093005,1.000006768,9
6.419642857,6.48,6.376,6.41971226,0.030977925,0.412421652,1.009391035,1.000010811,9
6.412142857,6.446,6.376,6.412174492,0.020902179,-0.468070396,1.005275201,1.000004934,9
6.423357143,6.463,6.376,6.423422424,0.030052792,-0.115535507,1.006161447,1.000010163,9
6.406071429,6.428,6.376,6.406086029,0.014193521,-0.386114323,1.003420805,1.000002279,9
6.420857143,6.463,6.394,6.420889302,0.021089032,1.020551142,1.00655839,1.000005009,9
6.430928571,6.463,6.394,6.430971372,0.024348319,-0.472369146,1.004980372,1.000006655,9
6.422285714,6.463,6.394,6.422327727,0.024106905,0.1689365,1.006332949,1.000006542,9
6.410928571,6.463,6.342,6.41099868,0.031113846,-0.635645653,1.008111267,1.000010936,9
6.416,6.463,6.359,6.416065082,0.029989742,-0.30404398,1.007315218,1.000010144,9
6.411,6.48,6.359,6.411066504,0.030303592,0.590124594,1.010752267,1.000010373,9
6.413428571,6.446,6.376,6.41345463,0.018972508,-0.321528156,1.005074546,1.000004063,9
6.410928571,6.497,6.359,6.41100132,0.031694368,1.283579719,1.013414235,1.000011348,9
6.397285714,6.428,6.359,6.397316692,0.020659989,-0.48544048,1.004796278,1.000004842,9
6.404857143,6.428,6.376,6.404872308,0.014464052,-0.125995665,1.003610953,1.000002368,9
6.409785714,6.463,6.359,6.409840654,0.027540679,0.133317883,1.008293396,1.000008571,9
6.409785714,6.446,6.376,6.409810522,0.018506459,0.16044116,1.005645951,1.00000387,9
6.393642857,6.463,6.342,6.393716575,0.031861738,0.43769198,1.010836174,1.00001153,9
6.399785714,6.428,6.359,6.399834256,0.025867052,-0.257552667,1.004401012,1.000007585,9
6.404714286,6.463,6.376,6.404763272,0.02599535,0.706247722,1.009092721,1.000007648,9
6.392285714,6.446,6.359,6.392347937,0.029269119,0.477867111,1.00839317,1.000009734,9
6.406,6.446,6.359,6.406041668,0.023977554,-0.421269702,1.006237601,1.000006505,9
6.401142857,6.428,6.359,6.401168476,0.01879385,-0.66285319,1.00419166,1.000004002,9
6.394857143,6.428,6.342,6.394895565,0.023004538,-0.831913045,1.005176697,1.000006008,9
6.396214286,6.428,6.359,6.396240497,0.019002747,0.0334684,1.004965339,1.000004098,9
6.388642857,6.428,6.342,6.388700902,0.028261436,-0.073653,1.006151344,1.000009086,9
6.39,6.411,6.342,6.390034216,0.021700762,-0.896207367,1.003281013,1.000005355,9
6.39,6.428,6.359,6.390044098,0.024635809,0.040081999,1.00593985,1.000006901,9
6.389857143,6.463,6.359,6.389921696,0.029806703,1.234909433,1.011436494,1.000010102,9
6.402357143,6.446,6.359,6.40239998,0.024304501,-0.487442052,1.006809949,1.000006691,9
6.396,6.428,6.376,6.396033134,0.021364961,0.524808094,1.004997921,1.00000518,9
6.398571429,6.428,6.342,6.398616123,0.024818462,-0.77311417,1.004592224,1.000006985,9
6.392428571,6.428,6.342,6.392466872,0.022963899,-0.31962313,1.005558594,1.000005992,9
6.399857143,6.446,6.359,6.399896327,0.023240737,0.128050707,1.007203816,1.000006123,9
6.397357143,6.428,6.359,6.397384661,0.019472296,-0.507624962,1.004785602,1.000004301,9
6.402285714,6.463,6.359,6.402338512,0.026982697,0.562645003,1.009474895,1.000008247,9
6.402357143,6.411,6.376,6.402369812,0.013217745,-1.265406678,1.001347968,1.000001979,9
6.392357143,6.428,6.359,6.39240227,0.024926375,-0.046297948,1.005568756,1.00000706,9
6.399785714,6.428,6.376,6.399811297,0.018778787,-0.033036536,1.004404615,1.000003998,9
6.393714286,6.428,6.376,6.393731204,0.015263978,0.716630893,1.005359749,1.000002646,9
6.399857143,6.446,6.342,6.399919285,0.029267617,-0.430888651,1.007200202,1.00000971,9
6.402357143,6.463,6.359,6.402416871,0.028698987,0.706836386,1.009462541,1.000009329,9
6.381357143,6.428,6.342,6.381412019,0.027463562,0.248217669,1.007300576,1.000008599,9
6.388642857,6.446,6.359,6.388678485,0.022141528,1.416360305,1.008972359,1.000005577,9
6.396071429,6.428,6.359,6.396107762,0.022372594,0.168092831,1.004986195,1.000005681,9
6.391142857,6.446,6.359,6.391196412,0.027151589,0.561203275,1.008574856,1.000008379,9
6.401071429,6.446,6.359,6.401120856,0.026104713,-0.234682267,1.007011138,1.000007722,9
6.396142857,6.446,6.359,6.396196649,0.027222324,0.851155939,1.007786401,1.00000841,9
6.393785714,6.463,6.342,6.393876149,0.035290397,0.383850542,1.010810946,1.000014144,9
6.412214286,6.463,6.376,6.412256138,0.024042202,0.454200172,1.007913574,1.000006527,9
6.388785714,6.428,6.359,6.388810794,0.018576986,0.183871831,1.006134038,1.000003926,9
