 P_mean,P_max, P_min, P_rms, P_std_dev, P_skewness, P_crest_factor, P_form_factor,fault_type
67.42173913,84.51,37.35,68.52630901,12.29878885,-0.76931563,1.23324897,1.016382993,4
67.5423913,84.15,31.59,68.3920649,10.78624046,-0.797063766,1.230405898,1.012579857,4
67.77195652,85.14,34.56,68.85072506,12.18441824,-0.913464207,1.236588285,1.015917624,4
65.25195652,85.86,35.28,66.02703256,10.12392749,-0.811626262,1.300376477,1.011878204,4
67.71,84.51,37.35,68.81468404,12.32548135,-0.808946032,1.228080913,1.016314932,4
67.60043478,84.15,31.59,68.44753983,10.77442084,-0.749630578,1.229408686,1.012531059,4
67.76673913,85.86,34.56,68.8733673,12.34153607,-0.925959923,1.246635722,1.016329961,4
65.62108696,84.51,35.28,66.36583909,9.950630372,-0.805780296,1.27339609,1.011349281,4
67.10217391,83.97,37.35,68.25151475,12.51810891,-0.745012332,1.230302365,1.017128221,4
68.24217391,84.15,31.59,69.02261482,10.38792595,-0.836019736,1.219165635,1.011436343,4
67.20391304,85.86,34.56,68.30480561,12.25844404,-0.846155105,1.257012581,1.016381376,4
65.79,84.51,35.28,66.6775961,10.88282837,-0.797386168,1.267442214,1.013491353,4
67.44652174,83.97,39.69,68.47603126,11.87244603,-0.77012497,1.226268498,1.015264086,4
67.76608696,84.15,31.59,68.63128774,10.90286706,-0.880590019,1.226117166,1.01276746,4
67.125,85.86,35.1,68.16304308,11.8936911,-0.793640829,1.259626861,1.015464329,4
66.1473913,84.51,35.28,67.06130835,11.07385784,-0.779237005,1.260190146,1.013816373,4
67.44,83.97,39.69,68.43797601,11.68729068,-0.784965008,1.22695037,1.014797984,4
68.13456522,85.14,31.59,69.00724541,10.9797325,-0.885376836,1.233783489,1.012808186,4
66.01434783,85.86,35.1,67.04803207,11.77066098,-0.674311061,1.280574498,1.015658478,4
66.42,84.51,35.28,67.37425331,11.34043795,-0.879267338,1.254336721,1.014366957,4
67.28021739,83.97,40.5,68.27608756,11.66112585,-0.67548093,1.229859575,1.014801827,4
69.27,85.14,31.59,70.11465883,10.88998824,-0.976429026,1.214296717,1.012193718,4
65.16652174,85.86,35.1,66.18901423,11.63144076,-0.753509422,1.297194119,1.015690457,4
67.13869565,84.51,35.28,68.06791784,11.24962415,-0.869834125,1.241554064,1.013840337,4
67.17391304,83.97,40.5,68.12877576,11.40782741,-0.711964756,1.232518845,1.014214785,4
68.93217391,85.14,31.59,69.82086919,11.14491994,-0.851208619,1.219406189,1.012892315,4
65.26434783,85.86,35.1,66.28253183,11.61535989,-0.787611625,1.295363916,1.015600922,4
66.82304348,84.51,35.28,67.77387396,11.35398625,-0.911322415,1.246940673,1.014229081,4
67.26782609,83.97,40.5,68.21622968,11.37679542,-0.681438077,1.230938743,1.014098918,4
68.84021739,85.14,31.59,69.72280409,11.09894303,-0.836295266,1.221121283,1.012820801,4
65.07130435,85.86,35.1,66.07018877,11.48700846,-0.74481003,1.299527088,1.015350613,4
67.0323913,84.51,35.28,68.02834916,11.64030348,-0.940747295,1.242276213,1.01485786,4
67.83391304,84.15,40.5,68.75287011,11.24426851,-0.667608167,1.223948904,1.013547163,4
68.4273913,85.14,31.59,69.32402717,11.15412105,-0.896081629,1.228145615,1.013103464,4
64.89652174,85.86,35.1,65.85328842,11.22542556,-0.758247738,1.303807328,1.014742958,4
67.13021739,84.51,35.28,68.19515049,12.0484181,-0.909011779,1.239237679,1.015863692,4
67.67673913,84.15,42.3,68.55752071,10.99402042,-0.58961554,1.227436452,1.013014539,4
68.5473913,85.14,31.59,69.46166828,11.27384217,-1.020307712,1.225711995,1.013337881,4
64.47195652,85.86,35.1,65.46335508,11.39113497,-0.732057635,1.311573473,1.015377206,4
67.62978261,84.51,37.35,68.62302356,11.67560239,-0.87457257,1.231510878,1.014686443,4
67.64673913,84.15,42.3,68.51477598,10.9112757,-0.609749181,1.22820222,1.01283191,4
68.18086957,85.14,31.59,69.11480789,11.36493066,-0.97341218,1.231863368,1.013697953,4
64.68913043,85.86,35.1,65.68371508,11.42861772,-0.75109599,1.307173321,1.015374834,4
67.90630435,84.51,37.35,68.91063357,11.764873,-0.857200813,1.226370962,1.014789926,4
67.21304348,84.15,31.59,68.15232275,11.31697637,-0.771737208,1.234734146,1.013974658,4
68.35956522,85.14,34.56,69.2599619,11.17213647,-0.919052584,1.229281647,1.01317148,4
64.77130435,85.86,35.28,65.68523062,10.9589201,-0.759567238,1.307143161,1.014110049,4
67.71065217,84.51,37.35,68.78405751,12.1483989,-0.832945645,1.228627724,1.015852828,4
67.25543478,84.15,31.59,68.13493334,10.95193128,-0.741109423,1.235049275,1.013076989,4
68.09804348,85.14,34.56,69.15466819,12.08648753,-0.974123583,1.23115333,1.015516227,4
65.08956522,85.86,35.28,65.86491898,10.11321863,-0.786346334,1.303577099,1.011912105,4
67.98065217,84.51,37.35,69.05774668,12.19346967,-0.845608894,1.223758435,1.015844133,4
67.26913043,84.15,31.59,68.12523216,10.80543453,-0.734189499,1.235225148,1.012726517,4
67.85217391,85.14,34.56,68.92340929,12.14859349,-0.952664406,1.235284222,1.015787783,4
65.45152174,85.86,35.28,66.23822555,10.21552918,-0.780545767,1.296230376,1.012019641,4
67.55086957,83.97,37.35,68.66499697,12.36404385,-0.783876511,1.222893814,1.016493162,4
67.83913043,84.15,31.59,68.67900932,10.74688924,-0.792721845,1.225265199,1.012380449,4
67.305,85.86,34.56,68.40489928,12.26200483,-0.866592322,1.255173254,1.016342014,4
65.87217391,84.51,35.28,66.64087259,10.12946823,-0.75695947,1.268140658,1.011669551,4
67.22152174,83.97,37.35,68.35037774,12.41604771,-0.808996634,1.228522837,1.016793074,4
68.27217391,84.15,31.59,69.06072356,10.44434173,-0.818175519,1.218492881,1.011550088,4
66.84391304,85.86,34.56,67.95679523,12.29277525,-0.802072416,1.26344981,1.016648968,4
65.93413043,84.51,35.28,66.8170542,10.86575896,-0.78069097,1.264796855,1.013390997,4
67.34934783,83.97,39.69,68.37990022,11.87000822,-0.782163596,1.227992432,1.015301594,4
67.86391304,84.15,31.59,68.71608033,10.8276755,-0.888473515,1.224604192,1.012557002,4
66.63,85.86,35.1,67.70213214,12.04462742,-0.708198278,1.268202305,1.016090832,4
66.63456522,84.51,35.28,67.51190982,10.88814752,-0.876123024,1.251779134,1.013166509,4
67.23913043,83.97,39.69,68.26459051,11.83080369,-0.728691656,1.230066706,1.015250942,4
68.74434783,85.14,31.59,69.61623162,11.0233792,-0.942536907,1.222990645,1.012682989,4
65.49,85.86,35.1,66.51431974,11.67054406,-0.710450241,1.290849855,1.015640857,4
66.87913043,84.51,35.28,67.82143034,11.3072901,-0.878365365,1.246066318,1.014089596,4
66.98021739,83.97,40.5,67.95520467,11.51175981,-0.652550059,1.235666943,1.014556347,4
69.11869565,85.14,31.59,69.97587298,10.95896865,-0.921861039,1.216705078,1.012401526,4
65.19847826,85.86,35.1,66.23586043,11.71933775,-0.753052842,1.296276661,1.015911141,4
67.07543478,84.51,35.28,68.00917478,11.27184938,-0.898270263,1.242626458,1.013920745,4
67.13673913,83.97,40.5,68.08468296,11.36300799,-0.699996772,1.233317045,1.014119599,4
69.12847826,85.14,31.59,69.98944217,10.98406948,-0.873641106,1.21646919,1.012454547,4
64.92065217,85.86,35.1,65.94736889,11.63379329,-0.719754054,1.301947317,1.015814948,4
66.93065217,84.51,35.28,67.91434783,11.5591809,-0.947685753,1.244361504,1.014697237,4
67.84956522,84.15,40.5,68.77716779,11.29868947,-0.696189102,1.223516506,1.013671459,4
68.54152174,85.14,31.59,69.39997433,10.92156521,-0.839904268,1.226801607,1.012524563,4
64.81630435,85.86,35.1,65.83684394,11.58921787,-0.712622442,1.304132988,1.015745106,4
67.22804348,84.51,35.28,68.21580247,11.60872154,-0.950779508,1.238862506,1.014692663,4
67.80913043,84.15,40.5,68.72644327,11.23209852,-0.642516588,1.224419539,1.013527866,4
68.13717391,85.14,31.59,69.08833981,11.46634033,-0.932830579,1.2323353,1.013959574,4
64.94869565,85.86,35.1,65.846786,10.87766411,-0.733504422,1.30393608,1.013827689,4
67.4223913,84.51,35.28,68.50486684,12.17423224,-0.939347112,1.23363498,1.016055134,4
67.43217391,84.15,42.3,68.2926675,10.84632843,-0.555082648,1.232196707,1.012760876,4
68.54543478,85.14,31.59,69.46062596,11.27935464,-1.017285288,1.225730388,1.013351599,4
64.64282609,85.86,35.1,65.63021025,11.38281314,-0.767910259,1.30823899,1.015274459,4
67.40217391,84.51,37.35,68.41941572,11.7971137,-0.81203081,1.235175704,1.015092122,4
67.23521739,84.15,31.59,68.2049166,11.50194977,-0.732343185,1.233782023,1.014422489,4
69.10826087,85.14,34.56,69.91795515,10.64849291,-0.951881402,1.217712958,1.011716317,4
64.50652174,85.86,35.1,65.47748202,11.27521801,-0.777255738,1.311290498,1.015052126,4
67.90304348,84.51,37.35,68.91707219,11.82168443,-0.838768484,1.226256388,1.01493348,4
66.97956522,84.15,31.59,67.91590218,11.27960843,-0.745262304,1.239032352,1.013979442,4
68.13652174,85.14,34.56,69.13862351,11.77148166,-0.964103181,1.231439038,1.014707263,4
65.16586957,85.86,35.28,65.98393218,10.39576259,-0.769377469,1.301225877,1.012553544,4
67.40021739,84.51,37.35,68.50178397,12.2799772,-0.771592236,1.233690498,1.016343665,4
67.59065217,84.15,31.59,68.44583547,10.82521598,-0.792821018,1.229439299,1.01265239,4
67.89065217,85.14,34.56,68.96219205,12.15375123,-0.94369314,1.234589526,1.01578332,4
65.10913043,85.86,35.28,65.88329732,10.10693911,-0.786972902,1.303213462,1.011890297,4
67.89195652,84.51,37.35,68.98284498,12.26397298,-0.845528851,1.225087194,1.016068007,4
67.48891304,84.15,31.59,68.35164524,10.86505654,-0.725620468,1.231133497,1.012783317,4
67.93304348,85.86,34.56,69.00612903,12.16634934,-0.949822106,1.244237305,1.015796224,4
65.40717391,84.51,35.28,66.17759274,10.10521387,-0.784959472,1.277018346,1.011778812,4
67.12173913,83.97,37.35,68.27207402,12.52537727,-0.74779876,1.229931875,1.017138038,4
68.29304348,84.15,31.59,69.07188033,10.38102962,-0.851768906,1.218296065,1.011404337,4
67.1373913,85.86,34.56,68.23859733,12.25418322,-0.831353074,1.258232194,1.016402276,4
65.74956522,84.51,35.28,66.63189865,10.84698942,-0.803062323,1.26831145,1.013419609,4
67.5873913,83.97,39.69,68.61660013,11.88299535,-0.795823347,1.223756348,1.015227823,4
67.80586957,84.15,31.59,68.6637032,10.85922197,-0.888829167,1.225538328,1.012651318,4
67.16804348,85.86,35.1,68.19474854,11.83182569,-0.794223245,1.259041229,1.015285618,4
65.8826087,84.51,35.28,66.80211048,11.08577357,-0.770547378,1.265079791,1.013956669,4
67.5723913,83.97,39.69,68.58224192,11.76857932,-0.783164513,1.224369424,1.014944722,4
68.00478261,85.14,31.59,68.86703711,10.90320091,-0.888465282,1.236295383,1.012679321,4
66.17217391,85.86,35.1,67.21856896,11.85741289,-0.676302455,1.277325616,1.015813219,4
66.47347826,84.51,35.28,67.42024332,11.30005288,-0.894485201,1.253481089,1.014242749,4
67.3173913,83.97,40.5,68.3042333,11.61094433,-0.676197998,1.229352793,1.01465954,4
69.05347826,85.14,31.59,69.91649274,10.99129295,-0.940372585,1.217738429,1.01249777,4
65.18152174,85.86,35.1,66.20668512,11.6480706,-0.749414277,1.296847892,1.015727822,4
67.16673913,84.51,35.28,68.09881645,11.26934931,-0.869047489,1.240990731,1.013877067,4
67.12434783,83.97,40.5,68.07309754,11.36682912,-0.715826595,1.233526944,1.014134211,4
69.15521739,85.14,31.59,70.02670751,11.05355339,-0.88412992,1.215821835,1.012601943,4
65.04913043,85.86,35.1,66.07443155,11.63711546,-0.758359801,1.299443642,1.01576195,4
66.87391304,84.51,35.28,67.83039142,11.39219931,-0.907707366,1.2459017,1.014302713,4
67.22086957,83.97,40.5,68.16454268,11.34425514,-0.681051945,1.231872124,1.014038395,4
68.93021739,85.14,31.59,69.81579772,11.12508912,-0.850346555,1.219494767,1.012847491,4
65.02956522,85.86,35.1,66.02673609,11.47342298,-0.737771966,1.300382316,1.015334116,4
66.96717391,84.51,35.28,67.95531609,11.58860477,-0.947788335,1.243611315,1.01475562,4
67.97152174,84.15,40.5,68.89511949,11.2841668,-0.685631238,1.221421788,1.01358801,4
68.57021739,85.14,31.59,69.43065676,10.93654928,-0.886932719,1.226259465,1.012548296,4
64.74391304,85.86,35.1,65.73158175,11.39329605,-0.744999813,1.306221419,1.015255005,4
67.23456522,84.51,35.28,68.28047867,11.94870638,-0.931225313,1.237689039,1.015556187,4
67.50586957,84.15,42.3,68.40684191,11.10618817,-0.563121849,1.23014011,1.013346578,4
68.61130435,85.14,31.59,69.52399683,11.26921942,-1.037858165,1.224613139,1.013302363,4
64.65130435,85.86,35.1,65.60288832,11.17374293,-0.732659462,1.308783839,1.014718713,4
67.41586957,84.51,37.35,68.45645539,11.93393632,-0.870927413,1.234507389,1.015435325,4
67.60956522,84.15,42.3,68.47640841,10.90074583,-0.60214745,1.228890387,1.01282131,4
68.16847826,85.14,31.59,69.10151884,11.35840471,-0.972689397,1.23210027,1.013687273,4
64.73086957,85.86,35.1,65.72950916,11.45573521,-0.751967744,1.306262607,1.015427563,4
67.86717391,84.51,37.35,68.86978786,11.75138606,-0.851383949,1.227098306,1.01477318,4
67.26521739,84.15,31.59,68.20666269,11.33447433,-0.780122496,1.233750439,1.01399602,4
68.59369565,85.14,34.56,69.43301112,10.80247911,-0.866488213,1.226217884,1.012236044,4
64.58934783,85.86,35.1,65.55308723,11.24005749,-0.790453713,1.30977813,1.014921027,4
67.84043478,84.51,37.35,68.88069819,11.96929977,-0.834860023,1.22690394,1.015333973,4
67.19934783,84.15,31.59,68.09691676,11.06002397,-0.761306177,1.235738768,1.01335681,4
67.995,85.14,34.56,69.0694597,12.17970456,-0.950080753,1.232672159,1.01580204,4
65.06021739,85.86,35.28,65.83537735,10.10968073,-0.778578754,1.30416204,1.0119145,4
67.92326087,84.51,37.35,68.99765965,12.17298026,-0.837838935,1.224824152,1.015817833,4
67.3676087,84.15,31.59,68.22552992,10.82484838,-0.753160049,1.233409255,1.012734922,4
67.91804348,85.14,34.56,68.97890788,12.09500596,-0.970307901,1.234290345,1.015619773,4
65.22717391,85.86,35.28,66.00400793,10.1335566,-0.793507027,1.300830096,1.011909669,4
67.78695652,84.51,37.35,68.89915466,12.37463892,-0.805985293,1.226575281,1.016407259,4
67.635,84.15,31.59,68.48251587,10.7797872,-0.762541103,1.228780791,1.012530729,4
67.36630435,85.86,34.56,68.47286008,12.304909,-0.864721889,1.253927467,1.016425953,4
65.98695652,84.51,35.28,66.75053405,10.10421619,-0.788517186,1.266057286,1.011571643,4
67.06695652,83.97,37.35,68.19991043,12.42456224,-0.778973205,1.231233289,1.016892878,4
68.36021739,84.15,31.59,69.15125015,10.46757192,-0.833626743,1.21689774,1.011571537,4
66.97369565,85.86,34.56,68.06370662,12.17647919,-0.826027593,1.26146524,1.01627521,4
65.77630435,84.51,35.28,66.68000849,10.98066716,-0.750372927,1.267396359,1.013739053,4
67.27565217,83.97,39.69,68.30017114,11.82851941,-0.778555621,1.229425909,1.015228674,4
68.01782609,84.15,31.59,68.86911499,10.83424759,-0.91604745,1.221882988,1.012515674,4
66.64826087,85.86,35.1,67.7173752,12.02916389,-0.712249024,1.267916834,1.016041144,4
66.59086957,84.51,35.28,67.47418202,10.92180017,-0.863368977,1.252479059,1.013264768,4
67.20456522,83.97,39.69,68.23234158,11.8412373,-0.71881313,1.230648078,1.015293252,4
68.61456522,85.14,31.59,69.47624356,10.94798606,-0.946087209,1.225454855,1.012558242,4
65.805,85.86,35.1,66.80840352,11.5773931,-0.705972237,1.285167666,1.015248135,4
66.60391304,84.51,35.28,67.57959047,11.48370298,-0.862945114,1.250525483,1.01464895,4
66.97891304,83.97,40.5,67.95369656,11.51043688,-0.652782415,1.235694366,1.014553588,4
69.24847826,85.14,31.59,70.10503401,10.96518684,-0.948152744,1.214463429,1.012369308,4
65.10195652,85.86,35.1,66.13755473,11.70057506,-0.735204384,1.298203424,1.015907328,4
67.09956522,84.51,35.28,68.03486005,11.28331019,-0.900535338,1.242157328,1.013938911,4
67.31608696,83.97,40.5,68.23825413,11.22123875,-0.725706442,1.230541447,1.013699061,4
68.91456522,85.14,31.59,69.80352126,11.14515077,-0.845539423,1.219709242,1.012899393,4
65.00608696,85.86,35.1,66.0374935,11.66815195,-0.730159672,1.300170486,1.015866307,4
66.83869565,84.51,35.28,67.81941296,11.53366768,-0.933989571,1.246103384,1.014672897,4
67.88543478,84.15,40.5,68.81571653,11.31807573,-0.699301055,1.222831124,1.013703702,4
68.49456522,85.14,31.59,69.34941335,10.89475941,-0.837611355,1.227696038,1.012480525,4
64.85021739,85.86,35.1,65.87577454,11.62091077,-0.707865026,1.303362284,1.015814244,4
67.1973913,84.51,35.28,68.18192496,11.58699184,-0.952186006,1.239478059,1.014651367,4
67.97347826,84.15,40.5,68.88444833,11.20640443,-0.675257987,1.221611003,1.013401846,4
68.17043478,85.14,31.59,69.11361723,11.42055369,-0.936130643,1.23188459,1.013835653,4
64.82543478,85.86,35.1,65.73676473,10.94777364,-0.703330046,1.306118431,1.014058216,4
67.55869565,84.51,35.28,68.61982497,12.06473318,-0.970610057,1.231568283,1.015706776,4
67.31086957,84.15,42.3,68.19172008,10.96488706,-0.542136948,1.234020786,1.013086304,4
68.63478261,85.14,31.59,69.53647035,11.20253192,-1.042393481,1.224393467,1.013137475,4
64.52152174,85.86,35.1,65.51699662,11.41906166,-0.737076274,1.310499633,1.015428571,4
67.45434783,84.51,37.35,68.46970333,11.79061553,-0.826222736,1.234268529,1.015052484,4
67.37152174,84.15,31.59,68.31068267,11.32949924,-0.735920499,1.231871747,1.013940029,4
68.81543478,85.14,34.56,69.65038651,10.79148564,-0.949544046,1.222390919,1.012133204,4
64.63304348,85.86,35.1,65.62270677,11.39518663,-0.749897499,1.308388578,1.015312033,4
67.95521739,84.51,37.35,68.96468198,11.79935017,-0.85415231,1.225409841,1.01485485,4
66.9626087,84.15,31.59,67.9008005,11.28943336,-0.740289063,1.239307922,1.014010682,4
68.3276087,85.14,34.56,69.27244271,11.44369616,-0.926227046,1.229060167,1.013827998,4
64.98913043,85.86,35.28,65.85664679,10.6929602,-0.817372192,1.30374084,1.013348638,4
67.49021739,84.51,37.35,68.57198558,12.17629362,-0.782300184,1.232427489,1.016028518,4
67.38847826,84.15,31.59,68.26482481,10.9428989,-0.761278723,1.232699274,1.013004397,4
68.08304348,85.14,34.56,69.13459595,12.05590188,-0.983480832,1.231510777,1.015445145,4
64.92913043,85.86,35.28,65.71637289,10.17842885,-0.752333323,1.30652372,1.012124642,4
68.11108696,84.51,37.35,69.1678558,12.08846683,-0.874244195,1.22181032,1.015515372,4
67.22804348,84.15,31.59,68.11767004,11.01299351,-0.713011358,1.235362278,1.013232968,4
68.00673913,85.86,34.56,69.0852354,12.20378643,-0.95366749,1.242812585,1.015858668,4
65.34456522,84.51,35.28,66.10816201,10.05532492,-0.790834461,1.278359546,1.011685697,4
67.20456522,83.97,37.35,68.35931241,12.55725487,-0.757804377,1.228362268,1.017182571,4
68.32369565,84.15,31.59,69.10033136,10.36857972,-0.862249495,1.21779445,1.011367004,4
67.15043478,85.86,34.56,68.25027721,12.24771207,-0.835116672,1.258016868,1.016378783,4
65.91521739,84.51,35.28,66.75305943,10.58141817,-0.770586977,1.266009389,1.012710905,4
67.28673913,83.97,37.35,68.36157573,12.11874606,-0.795717386,1.228321599,1.015973974,4
67.85282609,84.15,31.59,68.71538374,10.89301584,-0.88654784,1.224616606,1.012712185,4
67.21630435,85.86,35.1,68.24358302,11.83937431,-0.804475113,1.25814027,1.015283177,4
65.8076087,84.51,35.28,66.72249033,11.05144265,-0.762859271,1.266589415,1.013902369,4
67.62586957,83.97,39.69,68.63864276,11.79035123,-0.78989411,1.223363351,1.014976121,4
67.92847826,85.14,31.59,68.7850687,10.86104584,-0.885573708,1.237768626,1.012610181,4
66.25891304,85.86,35.1,67.31297961,11.90887724,-0.680053293,1.275534087,1.015908298,4
66.67304348,84.51,35.28,67.57830067,11.06431606,-0.902733418,1.25054935,1.013577559,4
67.19413043,83.97,39.69,68.21720583,11.81301056,-0.69969139,1.230921129,1.015225666,4
68.85847826,85.14,31.59,69.72055297,10.96984453,-0.91966463,1.22116071,1.012519514,4
65.34326087,85.86,35.1,66.38344036,11.74817241,-0.743475405,1.293394852,1.015918696,4
67.03695652,84.51,35.28,67.9648118,11.23282804,-0.852544859,1.243437564,1.013840952,4
67.13543478,83.97,40.5,68.08587092,11.37793094,-0.713742351,1.233295526,1.014156997,4
69.13108696,85.14,31.59,69.99936421,11.03111893,-0.888639334,1.216296762,1.012559867,4
65.03282609,85.86,35.1,66.0541635,11.6129799,-0.768145622,1.299842364,1.015704952,4
66.92608696,84.51,35.28,67.89162912,11.45086682,-0.889844663,1.244777907,1.014426993,4
67.18173913,83.97,40.5,68.11932057,11.30405753,-0.689048968,1.232689923,1.013955897,4
69.06130435,85.14,31.59,69.95161408,11.16548009,-0.865530824,1.217127026,1.012891586,4
64.94413043,85.86,35.1,65.93706322,11.44136418,-0.72640875,1.302150806,1.01528903,4
66.94826087,84.51,35.28,67.93403412,11.57298118,-0.950046547,1.244000906,1.014724404,4
68.0973913,84.15,40.5,69.02120232,11.29585224,-0.71036862,1.219190585,1.013566026,4
68.6426087,85.14,31.59,69.4883899,10.84810423,-0.897488956,1.22524065,1.012321519,4
64.5873913,85.86,35.1,65.58568882,11.44115438,-0.710526595,1.30912706,1.015456539,4
67.46282609,84.51,35.28,68.46826356,11.73319242,-0.954602561,1.234294483,1.014903578,4
67.25086957,84.15,40.5,68.18993745,11.31885563,-0.566778605,1.234053046,1.013963654,4
68.5923913,85.14,31.59,69.50304824,11.25502149,-1.039557535,1.224982244,1.013276355,4
64.96304348,85.86,35.1,65.87219662,10.94611857,-0.708593292,1.303433078,1.013994928,4
67.24304348,84.51,35.28,68.3371771,12.2239794,-0.899615185,1.236662145,1.016271328,4
67.46804348,84.15,42.3,68.33387321,10.8829957,-0.576768014,1.231453685,1.012833183,4
68.31847826,85.14,31.59,69.24964192,11.35928958,-1.001450763,1.229464841,1.013629748,4
64.65326087,85.86,35.1,65.65470878,11.46512861,-0.731340618,1.307750832,1.015489519,4
67.79217391,84.51,37.35,68.78932279,11.71265083,-0.846758203,1.228533682,1.014708908,4
67.32652174,84.15,31.59,68.27385106,11.37523014,-0.780180031,1.232536303,1.014070671,4
68.70065217,85.14,34.56,69.53026721,10.74781459,-0.897533374,1.224502701,1.012075796,4
64.46934783,85.86,35.1,65.43567869,11.24488875,-0.762929781,1.312128211,1.014988997,4
68.04326087,84.51,37.35,69.05234588,11.80469869,-0.86395253,1.223854149,1.014830051,4
67.08586957,84.15,31.59,68.00987385,11.21339408,-0.760251762,1.237320337,1.013773456,4
68.15282609,85.14,34.56,69.18165516,11.93000621,-0.938673328,1.230673071,1.015095912,4
64.8626087,85.86,35.28,65.67945688,10.36394679,-0.792837285,1.307258069,1.012593514,4
67.92847826,84.51,37.35,69.00258667,12.17178609,-0.839322286,1.224736696,1.015812343,4
67.40086957,84.15,31.59,68.25599515,10.80973625,-0.763638891,1.232858737,1.01268716,4
67.81108696,85.14,34.56,68.87402522,12.09745142,-0.946188104,1.236169945,1.015674992,4
65.1926087,85.86,35.28,65.96348595,10.09174139,-0.808348695,1.301629208,1.011824611,4
67.86065217,84.51,37.35,68.97896064,12.4155506,-0.809525839,1.225156181,1.016479483,4
67.55217391,84.15,31.59,68.39140192,10.72009388,-0.766139445,1.230417825,1.012423405,4
67.56130435,85.86,34.56,68.66494824,12.30620506,-0.893317575,1.250419642,1.016335444,4
65.91195652,84.51,35.28,66.68391145,10.1540717,-0.766361028,1.26732218,1.01171191,4
66.98673913,83.97,37.35,68.11755544,12.40537417,-0.765314191,1.232721865,1.016881197,4
68.32826087,84.15,31.59,69.11532678,10.43871527,-0.838918623,1.217530234,1.011518893,4
67.12630435,85.86,34.56,68.21911164,12.2059849,-0.847100497,1.258591587,1.016279867,4
65.74369565,84.51,35.28,66.65011701,10.99456801,-0.740266951,1.267964766,1.013787198,4
67.22217391,83.97,39.69,68.24765156,11.82942525,-0.765069548,1.230372007,1.01525505,4
68.05826087,84.15,31.59,68.90899859,10.83391659,-0.927239405,1.221175778,1.012500139,4
66.70173913,85.86,35.1,67.76590235,12.0058324,-0.726998228,1.267008879,1.015954055,4
66.48130435,84.51,35.28,67.36799876,10.93387997,-0.83530406,1.254453176,1.0133375,4
67.28478261,83.97,39.69,68.31149337,11.84205836,-0.737768212,1.229222139,1.015259182,4
68.46195652,85.14,31.59,69.3171183,10.89419218,-0.935979682,1.228268025,1.012491051,4
65.90804348,85.86,35.1,66.92518248,11.66602152,-0.693737868,1.282925153,1.015432699,4
66.54782609,84.51,35.28,67.51935983,11.45432368,-0.859300226,1.251641014,1.014599031,4
66.99065217,83.97,40.5,67.96675535,11.519284,-0.652626308,1.235456946,1.014570737,4
69.30456522,85.14,31.59,70.16175003,10.97365133,-0.96050582,1.213481704,1.012368374,4
65.06869565,85.86,35.1,66.10267162,11.68837146,-0.730109144,1.2988885,1.015890529,4
67.29847826,84.51,35.28,68.20397555,11.11722553,-0.9306535,1.239077331,1.013454944,4
67.14130435,83.97,40.5,68.09402531,11.39218953,-0.708780872,1.233147837,1.014189789,4
68.90543478,85.14,31.59,69.79450319,11.14512601,-0.84305391,1.219866839,1.012902733,4
65.02043478,85.86,35.1,66.05239205,11.672569,-0.732710509,1.299877224,1.015871276,4
66.81978261,84.51,35.28,67.80019724,11.53025499,-0.93000732,1.246456551,1.014672521,4
67.79347826,84.15,40.5,68.71335545,11.24660342,-0.705351549,1.224652754,1.013568815,4
68.59369565,85.14,31.59,69.45803677,10.96333731,-0.832751495,1.22577608,1.012600883,4
64.90108696,85.86,35.1,65.92648885,11.62454505,-0.720043101,1.302359666,1.015799456,4
67.07543478,84.51,35.28,68.05551712,11.55015892,-0.937727622,1.241780293,1.014611643,4
68.00152174,84.15,40.5,68.91582318,11.22931324,-0.673618422,1.221054848,1.013445309,4
68.45152174,85.14,31.59,69.34000356,11.10490343,-0.919384207,1.227862642,1.012979723,4
64.61804348,85.86,35.1,65.57671235,11.21270297,-0.719517041,1.30930626,1.014835932,4
67.52086957,84.51,35.28,68.58255644,12.06457458,-0.96125412,1.232237531,1.015723833,4
67.44586957,84.15,42.3,68.31214853,10.88405904,-0.569521664,1.231845313,1.012844063,4
68.58456522,85.14,31.59,69.49671417,11.26366026,-1.032303117,1.225093891,1.013299624,4
64.43413043,85.86,35.1,65.43086522,11.41865945,-0.716037445,1.312224738,1.01546905,4
67.59913043,84.51,37.35,68.59766205,11.70425055,-0.859971794,1.231966185,1.014771368,4
67.50913043,84.15,42.3,68.39339642,11.0023254,-0.613181835,1.230381943,1.013098465,4
68.53434783,85.14,31.59,69.44432233,11.24604586,-1.031533882,1.226018156,1.013277642,4
64.59456522,85.86,35.1,65.57986828,11.36650702,-0.751143609,1.309243252,1.015253653,4
67.995,84.51,37.35,69.00674783,11.81621688,-0.858722082,1.224662843,1.014879739,4
67.08456522,84.15,31.59,68.01168191,11.23228468,-0.771396468,1.237287443,1.013820119,4
68.41826087,85.14,34.56,69.33407152,11.27279439,-0.903629388,1.227967695,1.013385471,4
64.74326087,85.86,35.28,65.64040761,10.85481932,-0.799192654,1.308035753,1.01385699,4
67.63173913,84.51,37.35,68.70605584,12.1465672,-0.814358668,1.230022579,1.015884801,4
67.30891304,84.15,31.59,68.19398165,10.99112161,-0.739209172,1.233979861,1.013149352,4
68.0426087,85.14,34.56,69.09421054,12.05263392,-0.974315685,1.232230593,1.015455049,4
